,asin,category,reviewerID,overall
261443,B003JVKHEQ,Xbox,A28LKR66GCU3WM,5.0
261456,B003JVKHEQ,Xbox,A9PQ4LL82MTP9,5.0
261460,B003JVKHEQ,Xbox,A4UR58RJ1S5SE,2.0
261484,B003JVKHEQ,Xbox,A2FBD3A4TBXMBG,4.0
261496,B003JVKHEQ,Xbox,AZM4QN9IYR1WN,4.0
261498,B003JVKHEQ,Xbox,A2O6FNFP7Z71XG,4.0
261501,B003JVKHEQ,Xbox,A1C130R0UWCMCC,5.0
261514,B003JVKHEQ,Xbox,A3MS3IKEJQYTY0,5.0
261518,B003JVKHEQ,Xbox,A23F5V0BB9197Z,5.0
261526,B003JVKHEQ,Xbox,A2NUHWMHA9XNKV,4.0
261529,B003JVKHEQ,Xbox,A3EDQW1A4S74T6,5.0
261531,B003JVKHEQ,Xbox,A2T7WZRSWD533R,5.0
261538,B003JVKHEQ,Xbox,A3V6Z4RCDGRC44,4.0
261555,B003JVKHEQ,Xbox,A37WBKCEF2FRJL,5.0
261557,B003JVKHEQ,Xbox,A20IODXCIIE4PO,2.0
261562,B003JVKHEQ,Xbox,A17RNV8G9Y9Z3W,4.0
261566,B003JVKHEQ,Xbox,AO9KIXPS4KCDF,4.0
261567,B003JVKHEQ,Xbox,A16SXPPD0OA9GK,2.0
261569,B003JVKHEQ,Xbox,A27DNSEA1L04L2,3.0
261583,B003JVKHEQ,Xbox,A2XWHRHI0BIEO8,5.0
261594,B003JVKHEQ,Xbox,A1RL028B7L3BC1,4.0
261605,B003JVKHEQ,Xbox,A2KMTCDJNWOR7I,5.0
261615,B003JVKHEQ,Xbox,A2IXAXF3T5LR8,5.0
261617,B003JVKHEQ,Xbox,A2JV0XLYWRUCGJ,4.0
261619,B003JVKHEQ,Xbox,A19E5QPDOOSQ1M,5.0
261637,B003JVKHEQ,Xbox,A363JQMCE7A1SE,5.0
261638,B003JVKHEQ,Xbox,A10J6K3LQ4EY2W,5.0
261650,B003JVKHEQ,Xbox,A1I9Z7BQW5ZD0S,2.0
261654,B003JVKHEQ,Xbox,A2ZT6C7X6A07KP,2.0
261656,B003JVKHEQ,Xbox,A2PLW2M7R4BPXI,5.0
261662,B003JVKHEQ,Xbox,ARTLDZZ72PL8O,5.0
261664,B003JVKHEQ,Xbox,A20WRRHXRVMM4Q,5.0
261668,B003JVKHEQ,Xbox,A26WOZYGYYYN3J,5.0
261677,B003JVKHEQ,Xbox,A2DRPL4GAZ0PAI,2.0
261678,B003JVKHEQ,Xbox,A3ES8MDZQQPHXX,4.0
261679,B003JVKHEQ,Xbox,ASV5VNH53VRU,5.0
261681,B003JVKHEQ,Xbox,A39C34NKIELF1S,4.0
261686,B003JVKHEQ,Xbox,A2I5NVT7IWQ51Z,3.0
261694,B003JVKHEQ,Xbox,A1A9E5QDQZVWFS,5.0
261703,B003JVKHEQ,Xbox,A11JEFCFYWYV4W,4.0
261708,B003JVKHEQ,Xbox,AOKJGTDGOZJNW,5.0
261714,B003JVKHEQ,Xbox,AJ19OA1TJC9RO,5.0
261717,B003JVKHEQ,Xbox,A28XXRZ4TLG7W1,5.0
261725,B003JVKHEQ,Xbox,A3VMFG8EQBZGHK,1.0
261726,B003JVKHEQ,Xbox,ALTD3G36MJTGO,5.0
261739,B003JVKHEQ,Xbox,AVAYPIMDXYNRF,4.0
261742,B003JVKHEQ,Xbox,A2WM817PG9TO92,3.0
261752,B003JVKHEQ,Xbox,A31JC6RV4951A0,4.0
261760,B003JVKHEQ,Xbox,AX7ECYFGT3WO1,3.0
261762,B003JVKHEQ,Xbox,A3U8G64E3HU4P2,2.0
261778,B003JVKHEQ,Xbox,A2L8FG3KG6H5SG,5.0
261784,B003JVKHEQ,Xbox,A1M51UYWPQ4NKZ,2.0
261788,B003JVKHEQ,Xbox,A29MS2MNTP6GX7,5.0
261803,B003JVKHEQ,Xbox,A3QOA3TZZP669V,4.0
267172,B003O3EFY2,More Systems,A2V4J2Q1RWI7ZE,2.0
267175,B003O3EFY2,More Systems,A1A05DMIV6RGP,1.0
267177,B003O3EFY2,More Systems,A3VBAU6ZXIQMQ2,5.0
267195,B003O3EFY2,More Systems,A34GCOLPTQS9Z1,3.0
267200,B003O3EFY2,More Systems,A2M7K396C9343M,4.0
267205,B003O3EFY2,More Systems,A309K9I50AISC9,2.0
267222,B003O3EFY2,More Systems,AVHF8MWAUTKYZ,5.0
267249,B003O3EFY2,More Systems,A31ARER1KVHZB,5.0
267267,B003O3EFY2,More Systems,A2KH3N85FJOL9M,4.0
267270,B003O3EFY2,More Systems,A1THOMIVCGV5EY,3.0
267296,B003O3EFY2,More Systems,A2IKA7KVW5FEAC,1.0
267309,B003O3EFY2,More Systems,A3H9BO5UJRJAO0,5.0
267311,B003O3EFY2,More Systems,AUQ253JAMFTRD,5.0
267312,B003O3EFY2,More Systems,AFDJUIJUX1VIR,1.0
267336,B003O3EFY2,More Systems,A22G6N3HZRZ5VZ,4.0
267349,B003O3EFY2,More Systems,AAXNS3WFYT4B1,5.0
267361,B003O3EFY2,More Systems,A1BTKVXK7M09UR,3.0
267375,B003O3EFY2,More Systems,A8DK6D1EN8DOK,5.0
267392,B003O3EFY2,More Systems,A3JWFRMWFV9NS6,5.0
267407,B003O3EFY2,More Systems,A1MKSL5D69BHU6,2.0
267409,B003O3EFY2,More Systems,AM7Q5M3W8CZMM,4.0
267413,B003O3EFY2,More Systems,A1MTLOYWIOIX99,4.0
267434,B003O3EFY2,More Systems,A1IOXFDU2MGDDT,4.0
285138,B003OPX802,PlayStation,ATERO6UNKMBXK,5.0
285156,B003OPX802,PlayStation,A6BGYS9Y01X7W,5.0
285160,B003OPX802,PlayStation,A2Q62JDZ8AHV6A,4.0
285200,B003OPX802,PlayStation,A1KTL3RGG0Z1DZ,3.0
285211,B003OPX802,PlayStation,AXNQ2SW2AEFH9,5.0
285240,B003OPX802,PlayStation,A39HDYD1BJ1KRY,5.0
285252,B003OPX802,PlayStation,A3F3L47NIJR0W0,5.0
285266,B003OPX802,PlayStation,A2CZDT27T36DBB,1.0
285271,B003OPX802,PlayStation,A3GKJYVADM7NGF,5.0
285276,B003OPX802,PlayStation,A23UF61GQ97KKU,4.0
285288,B003OPX802,PlayStation,A35GK4BU9HN95I,4.0
285305,B003OPX802,PlayStation,A2K4GCBK4B6ZDI,4.0
285307,B003OPX802,PlayStation,A20L63B48RPSOH,4.0
294862,B003V63V1U,Nintendo,A32BCTL0HLOXRV,5.0
294866,B003V63V1U,Nintendo,A25Y5ZHHTYO9N4,5.0
294869,B003V63V1U,Nintendo,AL2O1HC87MV1H,4.0
294871,B003V63V1U,Nintendo,A9CBIYEOIRAXZ,3.0
299755,B003WUZM4E,PC,A2SF3BCLD2CSKT,5.0
310961,B00432O4VM,Xbox,A1ZZ6I6N3W94P8,4.0
310976,B00432O4VM,Xbox,A2IMVILGSSEYGP,5.0
310979,B00432O4VM,Xbox,AKFDBGAP4IWT4,3.0
310981,B00432O4VM,Xbox,A2WQ0T6RWMDFOI,5.0
310982,B00432O4VM,Xbox,A377GACOS4ROY,5.0
310985,B00432O4VM,Xbox,A29OF637E06TZ4,5.0
310987,B00432O4VM,Xbox,A3CYN2VQB3MNWX,4.0
310989,B00432O4VM,Xbox,A2MH3DZM67XD67,5.0
310991,B00432O4VM,Xbox,A1IAJTQ0PAHUQI,2.0
310995,B00432O4VM,Xbox,A1PIFJR3AJ36IP,5.0
310998,B00432O4VM,Xbox,AU4HL7JWM5X34,2.0
310999,B00432O4VM,Xbox,ADPEAVHFCNLLC,4.0
311000,B00432O4VM,Xbox,A12XRMMPDPUPKH,4.0
311003,B00432O4VM,Xbox,A3MTGH9YBS0UHQ,5.0
311004,B00432O4VM,Xbox,A24DBUIAWDQXA2,5.0
315858,B0045ZB66I,PC,AJLRNYTF58S09,2.0
315865,B0045ZB66I,PC,A1U8EMDWB4K6AT,5.0
315884,B0045ZB66I,PC,A1IAQOSPATLKWO,5.0
315885,B0045ZB66I,PC,A39K965K0XIG8J,3.0
315887,B0045ZB66I,PC,A1U554UZF2PS93,1.0
315888,B0045ZB66I,PC,A1SZOHSO795GHM,1.0
315900,B0045ZB66I,PC,A2VVCH3IPIZGTW,5.0
315901,B0045ZB66I,PC,A3KKADE1AG5XS5,5.0
315906,B0045ZB66I,PC,A1B4E6LYWTQYM2,5.0
315907,B0045ZB66I,PC,A1QW98IOEVQPTU,4.0
315911,B0045ZB66I,PC,AGXIND08WDJEO,5.0
315918,B0045ZB66I,PC,A3W2QV51INZP7M,5.0
315941,B0045ZB66I,PC,A25K0RTR35BA3K,5.0
315945,B0045ZB66I,PC,A3M0OR0R5NYR85,3.0
315949,B0045ZB66I,PC,A2LHYAN8LRP8KZ,5.0
315960,B0045ZB66I,PC,A3OXO3JWT2ILRC,4.0
315966,B0045ZB66I,PC,ABAHKMFEHT8K1,5.0
315968,B0045ZB66I,PC,ASFH36SCMNQCW,5.0
315977,B0045ZB66I,PC,A3H8ZDEBC87CH6,5.0
315978,B0045ZB66I,PC,A1MTYRKP9XTB8C,5.0
315980,B0045ZB66I,PC,AXT8TRG5X6E5I,5.0
315989,B0045ZB66I,PC,A3IUX3TC0X73TE,5.0
316008,B0045ZB66I,PC,A1YM6DPMXYQ705,1.0
316016,B0045ZB66I,PC,A39S0OICXLN1WP,3.0
316025,B0045ZB66I,PC,A1NJZRLOA9SOIW,5.0
316026,B0045ZB66I,PC,APW6CMKFZV06I,4.0
316028,B0045ZB66I,PC,A379WGF0PER5LP,4.0
316047,B0045ZB66I,PC,A1XFBG32DZIN1N,1.0
316055,B0045ZB66I,PC,A23KZK7EEC93UT,5.0
316057,B0045ZB66I,PC,A10DWGX7ZBM7EQ,5.0
316070,B0045ZB66I,PC,A1POB7XZC9BJ15,3.0
316078,B0045ZB66I,PC,A239YZYK98RUKG,5.0
316079,B0045ZB66I,PC,A5ING0XDKXE5C,5.0
316107,B0045ZB66I,PC,A2Z5IUIPKV3G4M,5.0
316111,B0045ZB66I,PC,A15LIURAJS5FLP,3.0
316112,B0045ZB66I,PC,A1C37KKSUJWH0H,5.0
316125,B0045ZB66I,PC,A1FST8NVFWYFTZ,5.0
316145,B0045ZB66I,PC,AQLM2XE9UEBAU,3.0
316149,B0045ZB66I,PC,A37VPF3JIWMXIJ,1.0
316153,B0045ZB66I,PC,A3DX7UXJZUF8C4,5.0
316161,B0045ZB66I,PC,A2YJ1K8M0KPHMF,3.0
316173,B0045ZB66I,PC,A1FR7LBYHPBJLL,4.0
316174,B0045ZB66I,PC,AQSMM1Z9BEOYT,5.0
316175,B0045ZB66I,PC,ADPWDOHEQPNEA,1.0
316179,B0045ZB66I,PC,A3GK8FW7056P1N,3.0
316191,B0045ZB66I,PC,A18UVROHW2QGG3,4.0
318692,B0047THYWC,PC,A1163FVA9UBMCS,1.0
318694,B0047THYWC,PC,A1P4KUKN2UUEQU,1.0
318707,B0047THYWC,PC,A1U8EMDWB4K6AT,5.0
318713,B0047THYWC,PC,AAUTM27RPDHFP,3.0
318715,B0047THYWC,PC,A1ACYRW6LFIMVQ,3.0
318734,B0047THYWC,PC,A2U83VDVJMAB2U,3.0
318749,B0047THYWC,PC,A1I8YIJPHIKVSI,4.0
318755,B0047THYWC,PC,AGXIND08WDJEO,4.0
318769,B0047THYWC,PC,A3W2QV51INZP7M,3.0
318775,B0047THYWC,PC,A1THAS6M64YVLC,4.0
318786,B0047THYWC,PC,A2SZQQB6A3NR5L,4.0
318793,B0047THYWC,PC,A10J471BUE9LL7,3.0
318799,B0047THYWC,PC,A2LHYAN8LRP8KZ,4.0
318806,B0047THYWC,PC,ANQUC4ZM40ZU9,4.0
318810,B0047THYWC,PC,A38CEL1TDGBPWX,1.0
318811,B0047THYWC,PC,A2UTLOF5A2OTLT,2.0
318826,B0047THYWC,PC,A1MTYRKP9XTB8C,5.0
318830,B0047THYWC,PC,A1CSBGMOLVPL2S,5.0
318836,B0047THYWC,PC,A1L7FA03KKDKUG,3.0
318837,B0047THYWC,PC,A2R1CP3XWVQCI8,3.0
318841,B0047THYWC,PC,A11A9AVEM5EVU4,1.0
318845,B0047THYWC,PC,A3DXRN8UPJ6W2N,4.0
318848,B0047THYWC,PC,A2FZXIA25GIAJS,1.0
318863,B0047THYWC,PC,A1KGKPWWG61U42,3.0
318878,B0047THYWC,PC,A18FS100RYSK39,1.0
318892,B0047THYWC,PC,A2Q0ARIYNP9XZS,4.0
318921,B0047THYWC,PC,AJR0DBXO3Q0OB,4.0
318930,B0047THYWC,PC,A3JNSCHJX2FALY,5.0
318949,B0047THYWC,PC,A1FST8NVFWYFTZ,4.0
318957,B0047THYWC,PC,A35GDBAIYR88MT,1.0
318961,B0047THYWC,PC,A1576HHQLZE2OT,2.0
318969,B0047THYWC,PC,A3CZ51PEAPD0KD,2.0
318973,B0047THYWC,PC,A37VPF3JIWMXIJ,3.0
318977,B0047THYWC,PC,A2U98UT4O1Y04D,1.0
318984,B0047THYWC,PC,A1EDBVK8ZSD0OB,2.0
328903,B004FS8LYK,PlayStation,A219WFI4NFP6D8,4.0
328913,B004FS8LYK,PlayStation,A1E5707WYIHXHI,5.0
328919,B004FS8LYK,PlayStation,A1TUZL12O7X1A9,5.0
328926,B004FS8LYK,PlayStation,A34NY4KZAXGRVV,5.0
328930,B004FS8LYK,PlayStation,A7Q5OECQBQA6F,5.0
328935,B004FS8LYK,PlayStation,AFNG8O2DXRCUV,5.0
328940,B004FS8LYK,PlayStation,A31RWMB7Z6MWCX,5.0
328948,B004FS8LYK,PlayStation,AQXUZJ7SMZWY2,5.0
328952,B004FS8LYK,PlayStation,A328RC4M3JYGPX,5.0
328953,B004FS8LYK,PlayStation,A2EPYAWX8OG473,5.0
328964,B004FS8LYK,PlayStation,A1KNBACD4DHAL7,5.0
328982,B004FS8LYK,PlayStation,A34E0F95QU36SG,5.0
328992,B004FS8LYK,PlayStation,A1X1C7OE77PGN7,5.0
328995,B004FS8LYK,PlayStation,A3NQBLV5BZ71HG,5.0
328997,B004FS8LYK,PlayStation,A2PPB7OKTZA87Z,5.0
329004,B004FS8LYK,PlayStation,A33WWJXZVG26WU,4.0
329011,B004FS8LYK,PlayStation,A3EKA369A9C9PZ,5.0
329014,B004FS8LYK,PlayStation,A12BRJGWWPDI9P,4.0
329021,B004FS8LYK,PlayStation,A2VCC9UVM30151,5.0
329023,B004FS8LYK,PlayStation,A1PB2F0U6WDZUE,5.0
329026,B004FS8LYK,PlayStation,A3191FPO3I7RX7,5.0
329027,B004FS8LYK,PlayStation,A1MEISNED4NP7U,5.0
329039,B004FS8LYK,PlayStation,A1CJVQ22O3LGHL,5.0
329047,B004FS8LYK,PlayStation,A7472ORITX91P,5.0
329051,B004FS8LYK,PlayStation,A30CJA09ZUUBJ4,2.0
329058,B004FS8LYK,PlayStation,A2N6K4RFSPY2GV,5.0
329065,B004FS8LYK,PlayStation,A1XM302GQAWYG,5.0
329066,B004FS8LYK,PlayStation,AFPVTHE4XOS3O,1.0
329070,B004FS8LYK,PlayStation,A33TI3SYTQRAZR,5.0
329074,B004FS8LYK,PlayStation,APFEQMTX550NE,5.0
329080,B004FS8LYK,PlayStation,A1RQPIVASVK0RY,5.0
329088,B004FS8LYK,PlayStation,A1VIZFPC5FDDI5,5.0
329095,B004FS8LYK,PlayStation,AOZLM9VRG56FZ,5.0
329102,B004FS8LYK,PlayStation,A310CAK2O530KJ,4.0
329120,B004FS8LYK,PlayStation,A782OFUXYJ5N5,5.0
329141,B004FS8LYK,PlayStation,AN17U54FGNSSW,5.0
329143,B004FS8LYK,PlayStation,ACPU82NOA3NE3,4.0
329144,B004FS8LYK,PlayStation,A2VGZTGW1XHFTI,5.0
329149,B004FS8LYK,PlayStation,AXJ7ODEFGCUTA,2.0
329150,B004FS8LYK,PlayStation,A22VIT2X2ONSX2,4.0
329153,B004FS8LYK,PlayStation,A1MRL66BXLXD1A,5.0
329156,B004FS8LYK,PlayStation,A30HBMNDEYK15F,5.0
329158,B004FS8LYK,PlayStation,ALRQ7LFFEQ7Z,5.0
329159,B004FS8LYK,PlayStation,A1EYPHG1ASDZDE,5.0
329162,B004FS8LYK,PlayStation,AXYF03KMBXEED,5.0
329164,B004FS8LYK,PlayStation,A3ME34I66ZV39N,3.0
329179,B004FS8LYK,PlayStation,A112PIB6EGUDYZ,4.0
329185,B004FS8LYK,PlayStation,A3574Z2PG6S59K,5.0
329194,B004FS8LYK,PlayStation,A2Y04G0YUIFVM8,5.0
329201,B004FS8LYK,PlayStation,A156X4K26VVDUG,5.0
329219,B004FS8LYK,PlayStation,A1ICREREXO9J81,5.0
329225,B004FS8LYK,PlayStation,A1U6XPYATU9OPG,4.0
329226,B004FS8LYK,PlayStation,A2Z2DFFCHF8K5U,5.0
329228,B004FS8LYK,PlayStation,A3SLVV9YGGQO3O,5.0
329256,B004FS8LYK,PlayStation,A2JB3U70NTYSOD,5.0
329269,B004FS8LYK,PlayStation,AGC75EPFB7CYD,4.0
329279,B004FS8LYK,PlayStation,ASREZFXN55U2R,5.0
329301,B004FS8LYK,PlayStation,A1QMNQAXM75KJC,4.0
329316,B004FS8LYK,PlayStation,AO2NWO6U1MHCE,5.0
329317,B004FS8LYK,PlayStation,A27F5P9FS5BFNB,5.0
329318,B004FS8LYK,PlayStation,A1S0JX45650UMY,5.0
329325,B004FS8LYK,PlayStation,AKMR936JBM2KX,5.0
329330,B004FS8LYK,PlayStation,A2IBUKTUD2TJT6,5.0
329332,B004FS8LYK,PlayStation,A2FEA2CFSWWGRV,5.0
329335,B004FS8LYK,PlayStation,A1J0N4WY7ZT790,5.0
329338,B004FS8LYK,PlayStation,A9U6356H5V30U,5.0
329348,B004FS8LYK,PlayStation,A2MUBE1U9Q6Z5Y,5.0
329351,B004FS8LYK,PlayStation,A5LYCROZZUJNC,4.0
329353,B004FS8LYK,PlayStation,A1IBL59TBI2F26,5.0
329361,B004FS8LYK,PlayStation,A33EJKJERELJ1J,3.0
329372,B004FS8LYK,PlayStation,A2AQCWPN22ABDY,5.0
329377,B004FS8LYK,PlayStation,A1CUZ2XC4LVLZ5,5.0
329380,B004FS8LYK,PlayStation,A1Y4I60II3E0KE,5.0
329382,B004FS8LYK,PlayStation,A8WQ16OTORRHV,4.0
329389,B004FS8LYK,PlayStation,A3F8T3BRXRX5P3,4.0
329423,B004FS8LYK,PlayStation,A2I5DEBFRG8T8D,4.0
329425,B004FS8LYK,PlayStation,AX4L6DVN3E0XX,5.0
329430,B004FS8LYK,PlayStation,A1VL5O955BYRJK,5.0
329433,B004FS8LYK,PlayStation,A2ZOGZ604O4CI2,5.0
329435,B004FS8LYK,PlayStation,A3L8ANRC1XYH8E,5.0
329446,B004FS8LYK,PlayStation,A243GSGE76TSZH,5.0
329454,B004FS8LYK,PlayStation,A1GX2G8RMCZQEK,5.0
329458,B004FS8LYK,PlayStation,A3QI63WBTTCNG6,5.0
329459,B004FS8LYK,PlayStation,A3KAFY18NGZZWO,5.0
329467,B004FS8LYK,PlayStation,A2APIVA9LCG8I5,5.0
329471,B004FS8LYK,PlayStation,A2CJ8K5I8TTP8M,5.0
329475,B004FS8LYK,PlayStation,A2OYLBRHH42KWR,4.0
329488,B004FS8LYK,PlayStation,AKXXJOLAHBROF,5.0
329491,B004FS8LYK,PlayStation,A1TCMZLBHXJU4,5.0
329506,B004FS8LYK,PlayStation,ADFLBRY00Y70G,4.0
329514,B004FS8LYK,PlayStation,A1RK1JZB2U8HMW,5.0
329524,B004FS8LYK,PlayStation,A3FI0LAIVZB6RX,5.0
329529,B004FS8LYK,PlayStation,A10YQZ4Q4KPV9B,5.0
329544,B004FS8LYK,PlayStation,A3E6OMMFJSGOC2,5.0
329545,B004FS8LYK,PlayStation,A3H1K34ZMLG4K3,5.0
329548,B004FS8LYK,PlayStation,ADLDCTYS4ZFA4,5.0
329551,B004FS8LYK,PlayStation,A3TB0GGMKD40CN,2.0
329556,B004FS8LYK,PlayStation,ADHY89E9FS8PB,5.0
329563,B004FS8LYK,PlayStation,ATUWA2WZG2VNC,5.0
329564,B004FS8LYK,PlayStation,AY3JBBASW2JB8,5.0
329568,B004FS8LYK,PlayStation,A2UT5AJSFF570V,5.0
329574,B004FS8LYK,PlayStation,A2RS64JQV7W7NI,5.0
329577,B004FS8LYK,PlayStation,A2UEXA5EDWF0F4,5.0
329581,B004FS8LYK,PlayStation,A22HKEBLKHT9G0,5.0
329590,B004FS8LYK,PlayStation,A1OAG9KHBID2N9,1.0
329592,B004FS8LYK,PlayStation,AA6K1PDOE130V,5.0
329594,B004FS8LYK,PlayStation,A1I4QMTVPASKE1,5.0
329596,B004FS8LYK,PlayStation,A71M95S8YGYEG,5.0
329598,B004FS8LYK,PlayStation,A2O3MV8J3R44AD,5.0
329609,B004FS8LYK,PlayStation,A2TEHNWBZ3QFAF,4.0
329612,B004FS8LYK,PlayStation,AF8DGAR6W1FLX,5.0
329613,B004FS8LYK,PlayStation,AA3MVK6EDWIHF,5.0
329625,B004FS8LYK,PlayStation,A3J33YFFXOEVAY,5.0
329631,B004FS8LYK,PlayStation,A17FICG6PERVRI,5.0
329632,B004FS8LYK,PlayStation,A2Z73SUIBJ0FVR,5.0
329635,B004FS8LYK,PlayStation,AZ1NSCXQKRGUH,5.0
329636,B004FS8LYK,PlayStation,A3I8FT707XKQAJ,5.0
329639,B004FS8LYK,PlayStation,A345B7IXC29H6U,5.0
329641,B004FS8LYK,PlayStation,A317160JRTMB57,5.0
329644,B004FS8LYK,PlayStation,A15U64VGUV6RBF,5.0
329648,B004FS8LYK,PlayStation,A3TM6AZAORTGMH,3.0
329650,B004FS8LYK,PlayStation,A3V9IEXG18F4QO,5.0
329651,B004FS8LYK,PlayStation,A3FZ7GFTUV2C6G,5.0
329652,B004FS8LYK,PlayStation,A2J64XRKPRNA7E,1.0
329653,B004FS8LYK,PlayStation,A2NANFPZKJHZ8L,5.0
329658,B004FS8LYK,PlayStation,A2OFBKHA6C6BUK,4.0
329662,B004FS8LYK,PlayStation,AC0QNBQB1V5CG,5.0
329664,B004FS8LYK,PlayStation,A16RBG0WLYPMFT,5.0
329667,B004FS8LYK,PlayStation,A1RIJ1VWLE0L3N,5.0
329672,B004FS8LYK,PlayStation,A7N2829J6V5RD,5.0
329676,B004FS8LYK,PlayStation,A1MHB1HRR6VPEH,5.0
329684,B004FS8LYK,PlayStation,A3J05NLOCEO117,5.0
329685,B004FS8LYK,PlayStation,A2MCP2MTSKON9O,4.0
329692,B004FS8LYK,PlayStation,A3ROV2UYKLJTI5,3.0
329696,B004FS8LYK,PlayStation,ABE99DFCUO7JI,5.0
329700,B004FS8LYK,PlayStation,A2U2GB0JBGYISK,4.0
329708,B004FS8LYK,PlayStation,A18JPN9WD6V98F,5.0
329710,B004FS8LYK,PlayStation,A1C139F5C7Y38P,4.0
329721,B004FS8LYK,PlayStation,APHUFGHX4GISI,5.0
329725,B004FS8LYK,PlayStation,A2BXDSKPMF2KR,5.0
329726,B004FS8LYK,PlayStation,A3EPCX4M6IKD85,5.0
329730,B004FS8LYK,PlayStation,A29KRY6FJIAGPK,5.0
329732,B004FS8LYK,PlayStation,AQSMM1Z9BEOYT,5.0
329737,B004FS8LYK,PlayStation,ADZIJQN6MNRAB,5.0
329756,B004FS8LYK,PlayStation,A11YP2JXIQNJCU,3.0
329761,B004FS8LYK,PlayStation,A2KQ97V6YSYK3K,5.0
329766,B004FS8LYK,PlayStation,A2KKAPUHEDXAL4,5.0
329773,B004FS8LYK,PlayStation,A3MZEFV4NR790P,4.0
330099,B004FYEZMQ,Xbox,A169CJ2NJQYIM6,3.0
330108,B004FYEZMQ,Xbox,A1X6YJ3Z3VAVY3,5.0
330115,B004FYEZMQ,Xbox,A1163FVA9UBMCS,2.0
330132,B004FYEZMQ,Xbox,A1V7LET8HJ8OQM,4.0
330154,B004FYEZMQ,Xbox,AZEMV7Z9YDR79,5.0
330155,B004FYEZMQ,Xbox,A1SS5T4D0Q8K0O,4.0
330156,B004FYEZMQ,Xbox,A3I7FWE125WB8T,3.0
330174,B004FYEZMQ,Xbox,A1RR6SRZ8LWFVN,3.0
330176,B004FYEZMQ,Xbox,A37LMYI6J77I87,5.0
330188,B004FYEZMQ,Xbox,AIZS7SM0PTT2B,5.0
330195,B004FYEZMQ,Xbox,AQUVTQFFXP4AC,4.0
330206,B004FYEZMQ,Xbox,A1DJRTRIAVCGWT,5.0
330219,B004FYEZMQ,Xbox,A28QX8YTWTJURV,4.0
330231,B004FYEZMQ,Xbox,AJJM9NHAGU0HV,1.0
330235,B004FYEZMQ,Xbox,A3E83GTCA7W3YL,4.0
330236,B004FYEZMQ,Xbox,AWVCQU7QKVPXD,1.0
330247,B004FYEZMQ,Xbox,AFM65NU0UXIGP,5.0
330248,B004FYEZMQ,Xbox,A7KMG1KPELYHR,5.0
330259,B004FYEZMQ,Xbox,A6DGAIQD7ULB6,1.0
330262,B004FYEZMQ,Xbox,A2JSI15KANO2LI,1.0
330272,B004FYEZMQ,Xbox,A3P974GJZFHS8D,4.0
330296,B004FYEZMQ,Xbox,A193WQPYX7JKME,5.0
330313,B004FYEZMQ,Xbox,A1NYZKHQM6ZUQQ,1.0
330315,B004FYEZMQ,Xbox,AJ2E4BOISAEC3,5.0
330324,B004FYEZMQ,Xbox,A2TRG6417T7VBM,1.0
330326,B004FYEZMQ,Xbox,A3SFXL2C7VGH7W,4.0
330336,B004FYEZMQ,Xbox,AGQK3MKEUH5FV,1.0
330354,B004FYEZMQ,Xbox,AJRQ0S9QNFR1Q,1.0
330361,B004FYEZMQ,Xbox,A1CZT2GDDO4GC1,1.0
330363,B004FYEZMQ,Xbox,ANZ2TQZPNB5KL,5.0
330367,B004FYEZMQ,Xbox,A1M4QXPC2UZ09P,5.0
330373,B004FYEZMQ,Xbox,A2SKYPCF3RH7E4,5.0
330387,B004FYEZMQ,Xbox,A9MTNZTIVBQ4W,5.0
330402,B004FYEZMQ,Xbox,A2IW9YT5VZAQ52,5.0
330421,B004FYEZMQ,Xbox,A3RHIILT6SSOXP,4.0
330424,B004FYEZMQ,Xbox,A3J5HOGI3FDF7A,4.0
330434,B004FYEZMQ,Xbox,A309N4ZMKQZIVT,5.0
330437,B004FYEZMQ,Xbox,A2FXBWR4T4OFQ,3.0
330469,B004FYEZMQ,Xbox,A1JGSUX59ZTWYE,4.0
330474,B004FYEZMQ,Xbox,A10X7ZVF00S75D,1.0
330481,B004FYEZMQ,Xbox,A3DI3261LBFACQ,4.0
330487,B004FYEZMQ,Xbox,A1PBJI0UM664DN,5.0
330492,B004FYEZMQ,Xbox,A2XI1KC600XL5,1.0
330493,B004FYEZMQ,Xbox,A3GZOY9645GDS2,1.0
330516,B004FYEZMQ,Xbox,AM3PBGE3QGD4A,2.0
330526,B004FYEZMQ,Xbox,A1W0BHGFI2PRMK,5.0
330535,B004FYEZMQ,Xbox,A2MUSVT9R2F9WR,5.0
330536,B004FYEZMQ,Xbox,A10Z3FTSP8X91M,5.0
330537,B004FYEZMQ,Xbox,A2JVK46EUQ6NOX,5.0
330547,B004FYEZMQ,Xbox,A3N6JXZRLDLMRJ,5.0
330559,B004FYEZMQ,Xbox,A29SD9JYXW8PZ3,4.0
330579,B004FYEZMQ,Xbox,A2IXIL77D51CAZ,2.0
330582,B004FYEZMQ,Xbox,A19FWZXTGX663T,1.0
330594,B004FYEZMQ,Xbox,A2VFRKKLKXUQOL,3.0
330597,B004FYEZMQ,Xbox,A2E8TG1L6HXGLC,3.0
330610,B004FYEZMQ,Xbox,A1Y4O8B4X9K8G1,5.0
330633,B004FYEZMQ,Xbox,A1B5FQEUF6219X,5.0
330636,B004FYEZMQ,Xbox,A3SCUM7S6L06GE,2.0
