A2HLOMXD15UQ5F,"{2509: 5, 291734: 5}"
A2EPU9WER4JMFZ,"{13712: 4, 413215: 2}"
AAU3NQ1WA1277,"{13712: 2, 37146: 2}"
A3VUUDTNU8KJ7B,"{13712: 5, 31025: 5, 115861: 5, 200155: 3, 214912: 1, 299412: 4}"
AHLG2CVIXV9G2,{13712: 4}
A3A41SG4UP6AIL,{13712: 3}
AN54JYHQLQC4F,"{13712: 3, 379843: 5}"
A1RHPK5Q7IOVYK,{13724: 1}
A1OE9URA2SR2SX,"{13734: 1, 76569: 1, 137596: 5, 176571: 5, 384889: 5, 523821: 5}"
AQKL0MBSLXYAZ,"{13735: 5, 275097: 5, 297374: 5, 385973: 5}"
A17RV83296I38D,"{13736: 1, 24119: 5, 25770: 2, 112778: 5, 115016: 3, 149501: 4, 188285: 4, 204015: 4, 208882: 3, 215385: 3, 219243: 3, 272699: 2, 301262: 5, 327540: 3, 340318: 1, 347120: 3, 373601: 4, 400470: 3, 401054: 2, 437752: 5, 464401: 2, 476753: 2, 477229: 2, 495779: 2, 506257: 1, 510333: 5}"
A2BFYV9KRH4HYX,"{13750: 4, 300863: 5}"
A30GIAYCC9XS5X,{15763: 5}
A2Q8F1MFF5742M,"{13766: 4, 43912: 5, 67635: 4, 98856: 5, 112820: 5, 144660: 5, 147104: 5, 148473: 4, 169568: 3, 175152: 5, 183965: 5, 215656: 4, 218215: 5, 291340: 5, 293068: 3, 293844: 5, 301601: 1, 306181: 4, 326979: 4, 345553: 5, 373073: 5, 383695: 5, 407397: 5, 411978: 5, 416983: 5, 420621: 2, 457585: 5, 468174: 5, 501629: 4}"
ADHSORA794GWJ,"{13771: 5, 95804: 5, 227517: 1, 257182: 1, 334332: 2, 358531: 1, 399960: 1, 516199: 5}"
A3TM4F08KTM0SK,"{13807: 5, 14225: 4, 22963: 5, 111590: 5, 183312: 5, 253047: 5, 377110: 5, 524927: 3}"
A2ZH20FIOSQ3TK,"{13807: 5, 326266: 5}"
A38G6AFVNYG9NX,"{13816: 1, 93026: 1, 359162: 4, 450108: 4}"
A1NOIJPHWQWKBP,"{15769: 4, 34318: 2, 202982: 4}"
A1HJUCJ57AOJ40,{13844: 5}
A2DS395S1ABI3Z,{13844: 5}
A37CBHM4Y405JV,{13848: 5}
A1CI4Z2YDQFBSP,{13861: 2}
A11KNN94T1YR5Q,"{13895: 5, 72384: 5, 158880: 5, 342637: 4, 348324: 5, 394996: 5}"
AN5YXTLO611IA,"{13898: 5, 399457: 5, 470656: 4}"
A36Q02X74E6RQ3,"{13915: 5, 40163: 5, 82918: 5, 119402: 5, 129769: 4, 150862: 5, 159074: 5, 219346: 5, 224485: 4, 226826: 4, 229724: 4, 299804: 5, 355231: 4, 478638: 4}"
A3CDZQYJD2D5Y8,"{13921: 5, 417888: 2}"
A2G67M93ZHSHAF,"{13922: 5, 25250: 4, 83998: 4, 190394: 5, 194204: 3, 255630: 4, 499669: 5}"
A3C0NIJULG7RXZ,{13925: 5}
AXVCGR972JIQZ,"{13928: 4, 418782: 5}"
A27SYSXOJHZHZQ,{15776: 1}
A27EWKUXHPVITU,"{15777: 5, 116200: 1, 515338: 5}"
AOED8W5DOU6ZN,"{13950: 4, 140668: 5, 384227: 4, 413036: 5}"
A3M8L833G3BZV8,"{13959: 1, 314190: 4}"
A1MPMD1P9Q30JP,"{15780: 5, 227342: 5, 315560: 5, 345039: 5, 447575: 5}"
A2MHP267RG8EFG,"{13998: 5, 17561: 1, 25893: 5, 62911: 5, 77998: 5, 215263: 5, 246276: 5, 267135: 5, 322334: 5, 361340: 5, 503888: 5}"
A1DE4DZA7SDJ2H,"{14000: 4, 26635: 5, 95615: 4, 133280: 3, 199337: 1, 210996: 5, 305143: 5, 376727: 5, 479639: 5}"
A1L0947MLDVZ2F,"{14003: 5, 48326: 5, 272719: 5, 429743: 5}"
A35RQ069LWMH9,"{14004: 5, 219573: 5, 233059: 2, 298011: 4}"
A2URVYRUNO98PZ,{14015: 4}
A1BNZ0H6NZJR2J,"{14015: 5, 444927: 4}"
A3VGASSVNFFSM3,{15784: 4}
ABXTJGWYQKILX,"{14044: 5, 104210: 4, 251302: 4}"
A1XOCD72GLO3NU,{14045: 4}
A3CY5876CZ74TU,{14059: 5}
A16YWZ2G8PS2BU,{14059: 4}
A347QECMPTJ1M,"{14082: 5, 121680: 5, 169362: 5, 279692: 5, 279712: 5, 295364: 4, 410396: 5, 452751: 4, 483733: 4, 506105: 5, 521061: 4}"
A1M93TB6BYO53B,"{14082: 4, 305622: 2}"
ALIKD9QSDV050,"{14087: 4, 386452: 5, 493788: 3}"
ABP3M342DTYB5,{14100: 5}
A2IQRL6DEXA6XU,{14100: 5}
A25FLWWPLSTB74,"{14100: 5, 25146: 5, 241466: 5}"
AQ8M6SQBHAHD2,"{14134: 5, 313495: 5}"
A2QDKL4JSRKNSN,{14137: 3}
A3W34LK8ABLADP,{14137: 3}
ADGGGIV1I1OIW,"{14137: 5, 163035: 5, 211663: 5, 289644: 5, 315022: 5, 361568: 5, 407597: 5, 459907: 5, 489796: 1, 521096: 5}"
A3F7F7QKQP2FKT,"{14165: 5, 61346: 5, 72215: 5, 75001: 5, 75434: 5, 79856: 5, 80025: 5, 88287: 4, 95527: 5, 101581: 4, 101653: 5, 101707: 5, 103913: 5, 104184: 4, 111565: 4, 116584: 4, 122714: 4, 133398: 5, 135131: 5, 143903: 4, 156923: 4, 161838: 4, 161938: 5, 193661: 5, 195911: 3, 203480: 4, 207675: 5, 208719: 4, 209618: 5, 211950: 4, 212524: 5, 222469: 5, 230317: 4, 232767: 5, 235656: 5, 240329: 5, 259255: 4, 274948: 5, 282921: 4, 283015: 5, 289887: 5, 309215: 5, 319436: 4, 324687: 4, 327540: 5, 349942: 5, 353039: 5, 398189: 5, 406418: 5, 408291: 4, 420871: 5, 421841: 5, 429826: 5, 439527: 5, 445184: 5, 447800: 5, 458824: 5, 463641: 4, 477099: 5, 481715: 5, 495270: 4, 508750: 4, 519154: 4}"
A3ULK4AUSSDRTO,"{14180: 5, 25210: 5, 142803: 4, 503907: 4}"
A2XIYSONWWN76X,{14193: 2}
A31LW7D90BL6QF,"{14214: 5, 22262: 2, 171871: 2}"
A1F8OSB57PAI6C,"{14214: 5, 101265: 5}"
A34HQ1JFK15XGM,{14215: 5}
A2L7XUJ5NKT7QW,{14223: 1}
A3H2K4LM3T4QBC,"{14229: 5, 115615: 5, 151644: 5, 153608: 5, 177869: 1, 218183: 5, 254399: 5, 277232: 5, 321732: 1, 341784: 5, 364378: 3, 387123: 5, 426011: 5}"
A2L8FI5A7CNGWW,{14240: 5}
A38OIJ1BX6AB4V,"{14249: 5, 29414: 5, 72397: 5, 88225: 5, 230393: 5, 311605: 5, 363091: 5, 399457: 5, 405901: 5, 503802: 5}"
AR6EQBQHQACK6,"{14249: 1, 53774: 1, 204015: 2}"
A3E3KMSS09JPJV,"{14253: 5, 131993: 4}"
A25H7IWPY3O3ZN,{14253: 4}
A1BM8S0YD207G0,"{14261: 5, 506563: 3}"
A19UIPRFIQ5F6H,{14261: 5}
A3UK83D512BYDQ,"{14261: 3, 475586: 4}"
A3J76W60VRYJ0Q,"{14263: 5, 244858: 5, 420067: 5}"
A1EX3M6WE29Z9T,"{14265: 3, 15241: 5, 44515: 5, 195301: 5, 238744: 5, 308494: 5, 427490: 4}"
A1HDYAIEOX78FN,{14275: 5}
A9R2N1V0SDAYW,"{14292: 5, 29888: 5, 44874: 5, 77319: 5, 145142: 5, 265169: 5, 489318: 5}"
A37O00DWGV3TWX,"{14390: 5, 374816: 4}"
A1KUD8P5AI7AEF,"{14410: 4, 158513: 4, 401313: 3, 442331: 5, 493221: 4}"
AHMGKR6LR7P5W,"{14413: 2, 291527: 1, 452513: 5}"
A2XQXFNMDXKGE0,{14413: 1}
A1VK4W2IDD80S0,"{14413: 4, 138626: 5}"
A5BBX79MTKHQ4,"{14446: 5, 73389: 5, 82050: 5, 83020: 5, 85006: 5, 85590: 5, 96986: 5, 180427: 5, 193518: 5, 204155: 5, 270135: 5, 270167: 5, 271300: 5, 280241: 5, 281578: 5, 301798: 5, 369793: 1, 404715: 5, 412771: 5, 460369: 5, 480610: 5, 493641: 5, 510837: 5, 520031: 5}"
A152S0ITYL8DNU,{14450: 5}
A2M0XN4VYVLCOB,{14450: 5}
A1O0EZM3LA4TZB,{14451: 2}
A3UTR8MGZDFXO1,"{15800: 5, 230485: 5, 452135: 5}"
A29M09QBG9TZLP,"{15800: 4, 21147: 4, 29120: 5, 62063: 5, 63424: 5, 75561: 5, 84401: 3, 96453: 5, 116179: 2, 154797: 5, 274181: 2, 309996: 5, 321157: 5, 323207: 4, 324058: 5, 348456: 5, 361306: 5, 374172: 5, 381398: 4, 386128: 3, 399343: 4, 409804: 4, 412395: 5, 430778: 4, 430839: 5, 462515: 3, 510333: 4}"
AW1FQRY25NXVS,"{15800: 4, 23024: 4, 75661: 5, 93728: 4, 94024: 4, 134571: 5, 197059: 5, 209509: 5, 212585: 5, 218364: 5, 231360: 4, 231471: 5, 234007: 5, 282361: 5, 293453: 4, 307462: 5, 377447: 5, 456162: 5, 522837: 3, 524948: 5}"
A1QIHFSKAO825H,{15800: 1}
A2NBQINKFC5LS6,{14478: 4}
A1U1GUJSPSZP7,"{14495: 4, 329842: 5}"
A1BRH1UV2Q8826,"{15804: 5, 237515: 5, 421841: 5}"
A3TJV3IWYIS9ZO,"{15804: 2, 21229: 5, 177396: 1, 230536: 5}"
A345A1NPAHANDR,{15804: 3}
A2S912WCQ497O1,"{15804: 5, 15828: 5}"
A2YR935P66UAMW,"{14532: 4, 166689: 3, 166974: 4, 201601: 4, 277192: 4, 290451: 5, 376202: 5, 392607: 3, 463664: 4, 478945: 5, 508883: 4, 524245: 4}"
A7L1PPIAO0W2Z,"{14577: 5, 109937: 2}"
A1MOTGVXEE7160,"{15806: 5, 43938: 5, 65109: 5, 236562: 5, 278147: 5, 404525: 1, 425678: 4}"
A3INLIJFK9E2MU,"{14587: 1, 396688: 4, 397655: 4}"
A38PO83WHIGGGH,"{14607: 4, 164204: 5}"
A3H6DGT32TKNVO,{14614: 5}
A2QB59Z3GF6WI5,{15809: 5}
A1LSUWLUALHC4H,"{14630: 5, 437829: 5, 448180: 5}"
A103T3RO1C3OEI,{14635: 5}
A1LRQI2XMWGOTE,"{14651: 5, 441531: 4}"
AIIBNQG72YPMK,"{14651: 5, 17294: 5, 217215: 5, 410614: 4}"
A3CW5EHY41TCH1,"{14669: 5, 24729: 5, 24777: 5, 31683: 5, 38340: 4, 92440: 3, 127624: 4, 136440: 5, 161868: 2, 179339: 5, 209025: 4, 235585: 3, 241402: 3, 248552: 5, 261847: 5, 267324: 5, 308804: 2, 327095: 5, 339668: 3, 382110: 4, 394097: 5, 424551: 4, 473675: 5, 473841: 5, 480131: 4, 502119: 3}"
A11ZLW1AHH96Y0,"{14678: 5, 45909: 4, 140550: 5, 153796: 5, 264803: 5, 272140: 5, 293561: 5, 298262: 2, 320215: 5, 337167: 5, 400791: 5, 427230: 5, 476561: 2}"
A3AD8CCEG4E86O,"{14688: 5, 224233: 5}"
A1SZMXBX16P5YV,{14688: 4}
A1ABNG1JJOZSL0,{14688: 5}
A26WGJH01RJOXI,{14700: 5}
A309BUFYRXEIOC,"{14729: 5, 21238: 5, 35555: 5, 86552: 5, 245088: 5, 268426: 5, 276158: 5, 461272: 5}"
A17FVWT05QUM4I,"{14743: 5, 212816: 5, 361008: 5}"
A10GLVITSITGSA,"{14744: 5, 32096: 2, 34326: 4, 41900: 4, 74910: 5, 102855: 5, 132156: 3, 150538: 1, 150979: 5, 157026: 3, 172161: 2, 186381: 5, 191513: 1, 195014: 5, 197564: 1, 205089: 4, 216164: 4, 286394: 4, 286792: 5, 357146: 1, 365736: 1, 408347: 5, 426278: 4, 433551: 1, 461198: 3, 464161: 5, 495136: 5}"
A1OJWSM2221OKQ,"{14746: 5, 388072: 5}"
A1ECBFCC4E0MBK,"{14746: 4, 416922: 4}"
AKR2728QLEFEI,{14760: 1}
A36RO6217OIOCV,{14795: 5}
A1PN3RY67ZHSW3,"{14810: 5, 237747: 3}"
A3QTZEU4PCM1PN,{14860: 4}
A2IJSW8ZB6DKF3,"{14881: 5, 66305: 4, 80947: 4, 142978: 5, 196439: 5, 210098: 4, 221981: 5, 243387: 5, 335108: 5, 492504: 5}"
A2VIHM36OG767C,{14916: 5}
A28IIKOBO2YKJ2,{14950: 5}
A1PIIH88OC59I8,{14962: 4}
A2QS32QH0FENBV,"{14972: 5, 113093: 5, 524709: 5}"
AD8U4DCEVX0WM,"{14981: 5, 152516: 5}"
A3IN6GY73IBSXD,"{14981: 4, 48789: 5, 142876: 4, 267780: 5}"
A1KLGR95QYYSMK,"{14981: 5, 196613: 5, 258145: 5, 298508: 5}"
A1QERST35UYM0D,"{14989: 1, 50847: 3, 51096: 1, 179806: 1, 220002: 5}"
AILS254T52ZH7,{15001: 5}
AEBNTE2JWEUAR,"{15014: 5, 107256: 5, 263757: 1, 348069: 4, 382724: 4, 498145: 2}"
ACHTZZKBICWCR,"{15049: 4, 276882: 2, 363427: 2}"
A2ZTIHIG16522W,"{15049: 5, 154224: 5}"
A2K5ZYU9QVDS02,"{15053: 4, 473719: 4}"
AEYV2EVBE1OND,"{15053: 5, 408197: 5}"
AWSJ4Y9EJ4VZ6,{15069: 5}
A1Z5GR7SK8RTKG,"{15084: 5, 87421: 5, 149550: 4, 270357: 5, 322970: 5, 364175: 4, 442880: 5, 450225: 4}"
A3QY305NQIK70L,"{15084: 5, 79777: 1, 517274: 5}"
AAO2KUC7XY50K,{15084: 2}
A30HPX40CV2WSY,"{15085: 2, 46708: 5, 85943: 4, 127024: 4, 212524: 5, 351281: 5, 421797: 1, 424808: 3}"
A3CO1JK5J5D9IP,"{15085: 5, 34500: 5, 35196: 5, 43544: 5, 51408: 5, 57110: 5, 72612: 5, 80656: 5, 111111: 5, 127241: 5, 154830: 5, 154903: 5, 172469: 5, 180008: 5, 212524: 5, 249544: 5, 344571: 5, 355295: 5, 414014: 5}"
AQ9JTZBF30IW0,"{15085: 4, 41930: 4, 73527: 1, 263215: 5, 296229: 4, 332875: 5, 409791: 4, 459690: 4}"
AE7E9P9AL1PUB,"{15085: 5, 28251: 5, 212524: 5, 414014: 5}"
A39TKSMLH8N2WB,"{15085: 4, 28251: 5, 148051: 4, 169337: 5, 212524: 3, 414014: 5}"
A22MCCGOFV5P6T,"{15091: 5, 55264: 5, 75285: 4, 83795: 4, 87129: 4, 150384: 4, 157716: 4, 162145: 5, 175752: 3, 185900: 5, 226111: 1, 249829: 5, 280722: 1, 346420: 2, 348899: 5, 362212: 5, 376532: 3, 394148: 3, 405971: 5, 409147: 5, 411645: 5, 470473: 5, 511984: 5, 517196: 5, 520170: 5, 524651: 4}"
A13AYKY9H5MW2T,"{15092: 5, 75286: 5, 85344: 5, 106359: 5, 130104: 5, 157654: 4, 159763: 4, 198437: 3, 442880: 4}"
ACX3R92JDX0I4,"{15828: 1, 52855: 5}"
A1TB3FXRQUOS42,"{15828: 4, 40380: 1, 45506: 1, 68992: 2, 72107: 1, 210999: 1, 254937: 3, 374921: 4, 384457: 3}"
A10PAD7KC1DHU0,{15828: 5}
A2HM71ADJNHM6K,{15160: 5}
A36OQPJJ5KQ21F,{15169: 1}
AEUKAG1VBR75S,{15829: 5}
A2BWVW0M16XBVD,{15829: 5}
A287BA575N7Z2E,{15174: 2}
A1TPQOYROVHPPY,{15193: 1}
A2OL8I71WKRCDF,{15227: 3}
ACGRD3JL4JKQE,{15228: 5}
A2V8ERCFU0YAP8,{15246: 4}
AF683ESFZFAEN,"{15263: 5, 327919: 5}"
A31N670251C8NY,"{15837: 4, 178771: 5, 261926: 5, 279177: 5, 420256: 5}"
A29YXBFTD7QUP3,"{15344: 3, 21897: 3, 65841: 2, 102411: 4, 115016: 5, 160420: 3, 204015: 1, 206058: 1, 218724: 3, 222154: 4, 233601: 3, 247624: 2, 252783: 2, 302423: 4, 325845: 2, 352787: 4, 384268: 3, 410396: 4, 415217: 3, 502164: 2}"
A101EEOCU0H6E9,"{15840: 5, 26518: 5, 87152: 5, 245088: 5}"
A30EI06IFSP3KM,{15385: 1}
A39Y85KP3MC5AW,{15385: 1}
APWJ6ZJS555VQ,{15385: 2}
A35PLFJ3DE5X5B,"{15411: 2, 404881: 1}"
A101AQWTK7OROG,{15434: 2}
A36E8NT1N2GY4S,"{15459: 5, 478846: 5}"
A2CHS4RRF01O0Y,"{15459: 5, 254780: 5, 265388: 1, 354831: 1}"
A3TQNZYXBJAI56,{15459: 1}
A2HQB3Q5SQEXJJ,{15459: 5}
A3NI8MNTJEYAHT,"{15459: 4, 44515: 4, 56291: 4}"
A13XBBYOEXDA3N,"{15463: 4, 289582: 5, 443501: 5}"
AT0CVSQP53M9Z,"{15845: 1, 68510: 4, 131971: 5, 170113: 4, 264327: 3, 347323: 1, 352685: 4}"
A39W0I7WJ4WJ9E,"{15534: 3, 37253: 3, 46221: 1, 186722: 4, 490480: 5}"
AMUV0M1QS68SC,"{15566: 4, 309758: 1}"
A2A970HWCEV4O,"{15614: 2, 165596: 2, 377678: 5}"
A1GVYGO2WK69PW,"{18267: 5, 26326: 3, 27107: 3, 50435: 4, 76569: 3, 79551: 5, 87440: 5, 113633: 1, 116147: 4, 133664: 5, 153323: 5, 169315: 5, 181820: 4, 184959: 5, 191100: 5, 219444: 3, 242465: 5, 276466: 5, 297889: 4, 310258: 3, 336547: 4, 341364: 5, 367719: 5, 373761: 3, 401471: 4, 425495: 2, 425626: 5, 434014: 2, 442682: 3}"
A2IC29RLJ8KE25,"{18281: 5, 399341: 5, 510042: 5}"
A2PS7R83H0VNJX,{18290: 1}
AHQ1FZCX868EL,{15871: 3}
A18PSYIYVGOU54,"{15875: 3, 55332: 3, 323077: 5, 409928: 5, 496996: 1}"
AGOL1UIZVLC75,"{15876: 2, 29190: 5, 63389: 5, 63393: 4, 88523: 4, 145234: 4, 444223: 5, 460054: 5, 460150: 4, 481155: 5, 507565: 1, 507567: 4}"
AD1F346RP85P8,{18305: 5}
A39KOQJDAT7V8Q,"{15908: 5, 272563: 5}"
A2QH5NMHW1KTJ1,"{18317: 3, 79117: 5, 137061: 5, 142430: 3, 194866: 5, 231668: 4, 234273: 5, 239625: 5, 244893: 5, 244900: 5, 247466: 5, 252700: 5, 255287: 5, 265678: 5, 291749: 5, 296922: 5, 343916: 3, 388651: 5, 399126: 5, 404380: 5, 409732: 4, 449298: 2, 451981: 5, 467746: 4, 517862: 5}"
A11UCK7CDLIFJP,"{18319: 5, 244893: 5}"
A3LNZY361VWJYQ,{18320: 5}
AZ4OS53UFG7V0,"{18324: 5, 23747: 5, 25146: 5, 73090: 3, 135131: 2}"
A2KXBX3UP5CE78,"{15971: 4, 147711: 4}"
A14K6DIVU8G4H9,{15974: 1}
A12AT7IWTZ39MN,"{15974: 5, 341691: 1}"
A28B0MCSM67CFU,{15974: 1}
A22XHD1MLOEC69,"{15974: 3, 128041: 5, 238516: 2, 239522: 5, 252177: 5, 340599: 1, 370829: 3}"
A3VD3AVEDHNB4G,"{15974: 5, 285607: 2}"
A2EBXTD1YOQM6F,{15974: 5}
APQFUS5IN3MQ3,"{15974: 4, 54122: 5, 84769: 5, 86688: 4, 111729: 5, 148934: 5, 158880: 4, 305850: 5, 319844: 4, 418739: 4, 490306: 4}"
A1YVONN0MK6RW3,{15974: 5}
A2YV0AZJG6LZEK,"{15974: 5, 394895: 5}"
A7PHXHQRUSG2Q,"{15978: 4, 24680: 5, 36130: 1, 111562: 5, 152121: 5, 296004: 5, 363558: 1, 472264: 5, 512906: 5, 514215: 4, 523974: 5}"
A3U8ZQQG3916FW,{15979: 4}
A5BWACA0WPWGN,"{16005: 3, 37395: 4}"
A2JFN3W7810I1L,{16005: 5}
AM6OLTUSOFPGN,"{16005: 4, 19411: 1, 32046: 3, 36162: 5, 103604: 5, 105868: 5, 121936: 2, 192893: 3, 221817: 5, 232487: 5, 347072: 4, 383878: 5, 436553: 4, 439110: 3, 463716: 5, 475591: 3, 518830: 4}"
A2F8UBVAFRJ9FT,"{16005: 5, 460587: 5}"
AJBOKC3SKTQNP,{16008: 4}
A29A4A61V28Q1X,{16008: 2}
A1VA7YKQH8A17N,{16011: 5}
A39F5DFTHQZDM4,{16016: 1}
A10TO3JCQWCURZ,{16016: 5}
A1FWAXD75PZR05,"{18338: 5, 103152: 3, 152889: 2, 168740: 5, 365197: 4, 420761: 5, 433968: 5, 446686: 2, 445495: 3}"
A3S8ZC3B31D456,"{18338: 5, 483574: 5}"
AT25VHXDN0MFL,{16021: 5}
A1BYQWUBX0AXPU,"{16033: 2, 370700: 1, 441897: 1, 474193: 4, 518835: 4, 520825: 4}"
AHZWGJGP5RV3Q,"{16046: 5, 481879: 5}"
A37HDHPXEDOZG6,{16058: 5}
A2MFIAKYEHZHXJ,"{16062: 4, 21505: 5, 74743: 4, 121740: 4, 211228: 5, 300149: 5, 436405: 5, 448785: 1}"
ACX9IMPJOYZ2I,"{18351: 5, 63306: 5, 81789: 5, 87104: 4, 103037: 5, 110844: 5, 141000: 4, 218136: 5, 457742: 5, 496495: 1, 510155: 5}"
A14BY68CIUUR0A,"{18354: 5, 65802: 5, 221603: 5}"
A3HSU6ATW9CP57,"{18354: 1, 306563: 5}"
A1PB8ROL0NCJ5U,"{16073: 4, 32125: 5}"
A1BY4ZPY5FF2SB,"{16073: 5, 63588: 5, 105909: 5, 174850: 5, 229255: 5, 328779: 5, 500115: 3}"
AIJZMDX0R0T4L,{16086: 5}
A14PMC0614QXOD,{16097: 4}
AGGOPB55T5L83,"{16102: 5, 40113: 5, 486949: 5}"
A2NLJ2SVGFNASA,"{16118: 5, 90445: 4, 486977: 5}"
A2LFTZV4EOE44M,{18369: 5}
ACLEHHA38IVG7,"{18369: 5, 26419: 3, 308133: 5}"
A2AVDXPXIMF7AF,"{18376: 4, 84430: 4, 145087: 4, 247985: 5, 294404: 5}"
AFDQQ02RNNZKY,"{18389: 5, 23778: 5, 177728: 2, 181843: 5, 496827: 5}"
A3SZXZYAWYRNY2,{16223: 3}
ARPOW078HQTP6,{16224: 1}
A3O2QI8R9MNR4A,{16224: 5}
A1KXXBJSPV48O6,{16304: 5}
A2M0MPOHGGW5RJ,{16329: 1}
A2UJ8YE9HLGIQ8,"{16329: 1, 112622: 2, 288528: 2, 378950: 4, 468099: 1}"
A12KE09R61YEYQ,{16329: 1}
A3PY5XUDIBU6EM,"{16337: 5, 352792: 1}"
ABYE6AP7SA63R,{16337: 5}
A2WM4YM0G9O2ZK,{16337: 5}
A2QBZTG2TIZDER,"{16343: 5, 26635: 5, 65802: 5, 74834: 5, 99352: 5, 110860: 5, 142632: 5, 156137: 5, 181820: 5, 190148: 4, 258821: 5, 275689: 5, 284868: 5, 337491: 5, 380919: 5, 389257: 5, 417987: 5, 428598: 5, 447269: 5, 456481: 5, 525866: 4}"
A2KKGUA43MEM59,{16347: 5}
AFB4OZXP3XOXM,"{16370: 5, 127392: 5, 347104: 4}"
A2B1BLSIQLH3H2,"{16401: 5, 72941: 4, 249717: 4, 360932: 5, 375747: 5, 457833: 5}"
A2I5ZETHVJ4EF1,{16414: 5}
A38VDBWGGOLGRT,{16426: 1}
AQB74ABB70M6H,"{16434: 5, 38304: 5, 154094: 5, 172228: 3, 177557: 5, 312106: 5, 400699: 5, 418685: 2, 443058: 5, 443366: 5, 506858: 5, 524991: 4}"
A3UGGSC3T3YB21,"{16439: 5, 23133: 5, 24675: 5, 94928: 5, 106641: 5, 156491: 5, 178298: 5, 223652: 5, 259193: 5, 290020: 3, 297980: 5, 303082: 5, 305701: 2, 354911: 5, 366976: 5, 371251: 2, 398681: 5, 426309: 3, 431781: 5, 447757: 5, 487438: 5}"
A3GQNGX4EY4ET5,{16456: 1}
A1QCASI72JNK3R,"{18422: 5, 359890: 3, 469106: 5}"
A1W8X41DAROPQ6,"{16479: 2, 164575: 5, 398164: 5}"
A1Q8G0Q9T5LIBZ,"{16479: 3, 25146: 3, 39048: 4, 43521: 5, 107237: 5, 116691: 4, 339312: 5, 423663: 5}"
A36Q715A4APSOA,{16479: 3}
A5PTU4J3WBKMG,"{16479: 5, 67325: 3, 148465: 2, 259199: 5, 290697: 3}"
A120HH4LQCKL2X,{16479: 4}
A2PHLTGX5YUYHZ,"{16479: 4, 44271: 5}"
A277LSPZDYE7RL,{16525: 4}
AQT4I7U7J9X1G,{16536: 5}
A1AHOKP4BGXEWG,"{16554: 4, 61680: 3, 114311: 4, 114346: 4, 171761: 5, 174946: 5, 219610: 3, 238680: 4, 268732: 4, 360713: 4, 361521: 5, 447369: 5, 490342: 5}"
A3QCYR95X9KE3T,"{16564: 4, 46614: 5, 257094: 4, 400131: 5}"
A3IC1CLZT55SR0,{18439: 5}
AGPZAV40QA9OE,"{18440: 4, 353521: 3, 376613: 4, 378298: 4, 408482: 2, 447369: 5}"
A2VT4WNFMXJBFX,{18440: 4}
A2FR93A33LCNZU,"{16610: 1, 332942: 5, 416456: 1}"
A1EPFXT04KLTBZ,"{18441: 5, 370308: 4}"
AWSVFQQRPP47N,"{16623: 1, 277047: 5}"
A2ZIK0Q4AY9XS0,{16651: 1}
A2Q65RXYOBGM1K,"{16651: 5, 63892: 2, 448199: 5}"
AMVZEKJB694Z8,"{16651: 5, 523778: 5}"
A1P0ZW725ZRA94,{16663: 5}
A34ZP4NXT97X0T,"{16690: 1, 506414: 1}"
A2BGIBJR5B6CAZ,{16692: 2}
AQU3DM6659B4H,"{16700: 5, 42367: 5, 97826: 5, 273476: 5, 411822: 5}"
AQBBBZEVTOKF8,{18447: 1}
A23Z3YG5I7U67Z,"{18447: 5, 31622: 4, 50071: 5, 92376: 5, 237020: 5, 260675: 4, 273492: 4, 338686: 2, 486080: 5}"
AN937IABKPWJW,"{16705: 4, 25193: 5, 44084: 5, 248955: 5, 262416: 4, 277097: 4, 366517: 4}"
A270JT1VT3SBSS,{16707: 1}
A2FPWXG0AGAC33,"{16754: 5, 297402: 4, 369049: 5, 423686: 5}"
ARMFTLIHLNZE5,"{16754: 5, 513609: 3}"
A29AWTKCWQ81D6,"{16775: 3, 69117: 4, 91393: 4, 97824: 4, 99907: 4, 153796: 4, 167662: 5, 309328: 5, 365796: 5, 366976: 5, 431781: 5, 495422: 5}"
A168MUDOVH3RZO,"{16775: 4, 263165: 4, 370320: 4, 510877: 5}"
AOA16WVJUC6UB,"{18450: 5, 179184: 4, 396649: 5, 441539: 5}"
A201GC981RKD6F,{16782: 5}
A3N5QF83PD85K7,"{16787: 4, 64742: 5}"
A2BDY7XGLTSQUB,"{16814: 5, 41387: 5, 43715: 5, 104701: 5, 138084: 5, 374400: 5, 492832: 5}"
AZI85ABMFIHWQ,{18454: 5}
ASBQOCR3IHL8R,{16830: 2}
A349FCQONP24KS,{16830: 5}
A3SDCA3F8GKBAY,{16849: 1}
AZ6B3FNVK5RMQ,"{16849: 4, 30715: 5}"
A3DROO8WXN54V6,"{16866: 3, 33695: 5, 37085: 4, 41632: 5, 157060: 5, 222033: 5, 418357: 5, 428249: 5}"
A3E4KQZAP9IXWR,{16873: 5}
A3CDY41WB1D0PG,"{16891: 4, 23732: 3}"
A31HXF8CRKDFPP,{16898: 3}
A1KUG48T426FPA,"{16915: 4, 484638: 3}"
A2JBIXBK7CRC2E,"{18461: 1, 174018: 1, 291848: 1, 404524: 1, 434624: 5, 486157: 1}"
A3UVITCJRGVR8N,"{16973: 5, 28570: 3, 33942: 5, 67954: 5, 69218: 5, 138689: 5, 148491: 5, 234523: 5, 250563: 5, 252075: 4, 306168: 1, 389778: 4, 418850: 5, 433968: 5, 463083: 5}"
