A3152KT8N27WTF,{98: 5}
A3AEGWAC00K8WN,"{402980: 5, 405341: 4}"
A9JN3F6QRGZ2U,{404127: 5}
A15VQKROVT36YA,{404747: 1}
AXZ5YRKAVXWVW,{403146: 5}
ASE4AQV9Q85UD,"{405312: 4, 438378: 5}"
A3S813NBTR0ZB9,{405312: 1}
A218XMNZOZ0814,{406433: 1}
A3281LAMHO2BJI,{405358: 1}
AEHGBED0B4FWT,{406811: 1}
A2ZNJ1L0Y55XO,{405357: 5}
A2951WF8I0VQ92,{405335: 4}
ANQHMXGNQKC6H,{405335: 3}
A3BFOWGCCTARFI,{405335: 4}
A1239LZW3P8L8T,{406972: 5}
A3BJPSDUXRO8H3,{405314: 5}
AZSWWO6FWON4G,{405314: 5}
A3FF6V9IZWMY7Q,{405310: 5}
A15VVC986838YN,{405840: 2}
A1T0EWH2VAXSW5,{405451: 4}
A1NGTEEACA2YWQ,{405700: 5}
A3PBOQQOCMRF7L,{405482: 4}
A3DLO541I96YE8,{405421: 5}
A35D9VKGXSKASY,{405317: 2}
A24BQJVLRQALBD,{406157: 5}
A2PDKHYYJIEJL1,{405453: 4}
A23ZKGPLGNH6R6,{405385: 3}
A3SHA8A74NHNER,{407288: 5}
AVWXV4LRZ3CGR,{405366: 4}
AK11B5B8ABJHP,{405306: 5}
ARWM1FVBUNMHG,"{405306: 5, 442935: 5}"
A2Z31L03ZRXJ5V,{405346: 3}
A3HFKCQACRPFGX,{405346: 1}
A3GMD2NGV7CDWM,{405346: 1}
A1UBL8TCWYRLC9,{405346: 3}
A1H8M55PF3TY2A,{405346: 4}
A10H76GI81452K,{405368: 1}
A11HC5APOEZ0V4,{405368: 3}
A3MHPI6HGUXLX6,{405368: 2}
A3IGNB5G2Q95YF,{405398: 5}
A2ITPPKKK0Y7CS,{405495: 1}
A6X3WM2NV1AYW,{405495: 2}
A1A14YZFZHWYKH,{405303: 5}
A3PJJGH3E37CEL,{405303: 4}
A3KOCOCANL348H,{405303: 5}
A22FF6BZH6K1BR,{405303: 5}
ALQSMH8CWB3EI,{405303: 5}
A289QJDD4UJZT1,{405341: 5}
A3AVKHPU04PCW9,{405341: 5}
AKCY9HK0PMZ4O,{405341: 4}
A3KUJOAOS640SJ,{405341: 3}
A253RBNRYT1H3E,"{405341: 5, 456744: 5}"
ALLT0L6PM0I4A,{405341: 5}
AB2AL9HHVO7PE,{405480: 5}
A2NCYZTFYK0EVM,{405548: 5}
A1AI4R5F33XWTX,{405363: 4}
A3IZQBJILI2ILO,{405363: 5}
A25MQ27RVIT1QS,{405433: 4}
A260AH50ZZ0C56,{405340: 5}
A2XUSB6U2CFGHD,{405373: 5}
A37C3YQGYJGJTX,{405373: 4}
A1G90VZJ3EKHQO,{405343: 5}
A3LHOV53PLATNJ,{405343: 4}
A1ES2MNTG77D04,{405783: 5}
A2ZE7LPE71ILGC,{405378: 5}
ARCHH81QLZMH7,{405371: 5}
A7CMLP34RCU2C,{405371: 4}
A2QSYZJWCU2S9L,{405369: 1}
A3QQ1DBACU4WWX,{405932: 4}
A133Q0Z4UL53PN,{405454: 5}
A2MFPQR5WEO0RR,"{405429: 5, 410092: 5}"
A1RD721TLK8YVA,{405316: 5}
ALIISV8BCUCU7,{405316: 1}
A30IYE33S04A6L,{405316: 1}
A3LEUG2RIDWLJP,{405316: 5}
AFATH578IVJFY,{405316: 5}
AFZXML9X84NKF,{405313: 4}
A37O36JK7D78SM,{405313: 5}
A1TAIR4KAQ8AD1,{405980: 5}
AU669ORURPQBK,{405432: 5}
A2HZVPFZ00HGRK,{405581: 5}
A960S6UH531KN,{407899: 1}
A1ROR32RRELCF7,{407646: 2}
AJZMW2UKYAIXV,{407788: 5}
A19CW1OMMO4RQ3,{407905: 5}
A1FIUTFZE69RDU,{407934: 4}
A2072AAAMK85JF,{407831: 2}
A36625WY4VU78J,"{407668: 5, 461269: 4}"
A1Z50N2I49I734,"{407814: 4, 452032: 5}"
AZPLFJFOUVNKF,{407775: 5}
A26DW3L18L3NEZ,{407727: 2}
A3S69XO5O4F6SZ,{408624: 2}
A384SXOEDTSK6V,"{407687: 2, 407635: 5}"
A38F6JI91LJ5O4,{407807: 5}
A2VM3WGVS7AH4D,{407862: 5}
ADF1TM02L8CMH,"{407681: 1, 449691: 5}"
A2T31TH5LI35DG,{408067: 5}
A2MLE45GC5NEXF,{407805: 5}
A2D4H49GO925PB,{407639: 2}
A3KBBK90BCIJ62,{408103: 5}
A1SS8U49P9LGDS,{407726: 5}
A32AZR0H1PSVCS,{408033: 5}
A39N6D06CO871K,{407806: 5}
A30QEC3NINYVXF,{407815: 4}
A39U7J3BYGEGFT,{407882: 5}
A3E9DKVFY8Y0V6,{407877: 3}
A3P8YR37JAUIKA,{407877: 4}
A25OUASRYLBIRL,{407877: 4}
A3BOQEI1GKH0ST,"{407698: 5, 447339: 5}"
A3IJGECYLYFYJ7,{407787: 1}
A39WDXGBPYK76Y,{407951: 5}
A1RGN87N76BEOP,{407721: 5}
A1UOQP4HKVR0B1,{407630: 3}
A16GH37FNUNR6D,"{407630: 1, 456891: 5}"
A1VJM75FIY1OYY,{407725: 5}
AB7ABHMU75Q1M,{407725: 5}
A3KETUX714M28I,{408992: 1}
AM99FSM63BX7A,{408314: 1}
AH247Z52NDSE2,"{407886: 4, 462351: 3}"
A3HDSJBN24B1BP,"{408037: 1, 437888: 1, 449355: 5}"
A2YYBGHGIRAUYW,{409000: 4}
A1DP2PIHDZQH3J,{407980: 5}
A1WQX65AJV9AC7,{407739: 1}
A39H6ZKGJWHTI,{408046: 5}
A39FSFI4FHKIYU,{408734: 3}
A2AOAFUOKDKY4B,{408932: 1}
A1JF4RI0USWIV7,{407708: 5}
AX3HKO3MY57N0,{407708: 1}
A3CVY3LI6TQABQ,{407708: 5}
AWS0DD3OSGVZ2,{407633: 1}
A1INTRNHCJECX0,{407658: 4}
A1155SB1KBV1WX,{408472: 5}
A1KAGQHUCAJ0C1,{407777: 5}
A37A1I1390S22W,{408458: 4}
ASN25X1E2GFIR,{407811: 4}
A3CY5QB4QRB0LX,{407664: 5}
A3UQKNWHEUURZ5,{407664: 5}
A1HATDBJNMMP9D,{407635: 5}
A3UQO8M04LP1DT,{407635: 5}
ABI9XZOHBIAHA,{407635: 4}
A1FDXUOOGKC449,{407635: 5}
AE3LA3YWSVRQJ,{408055: 5}
AGZBH51F9OBM1,{407649: 5}
A24Y8ZQHPHI3V8,{408039: 5}
A3OJDGKQNHJ5BV,{410091: 3}
ASZAYZ2SE53WB,{410091: 4}
A1KTJJUNBYFOEZ,{410019: 5}
A3LWET3HG6UCSQ,{410459: 1}
A343L3PRQCYOG7,{409970: 5}
AFPTG7NPOXFUK,{409970: 2}
A3DSARIECJJHNL,"{409970: 2, 458137: 1}"
A1R3AZG15G1QYG,{409986: 5}
A2HP545JKADPF9,{410313: 1}
AEGI5N47N4E49,{412091: 5}
A19V3CFYFFTEG6,{410045: 5}
AA9RLX4BXBOLD,"{410253: 5, 454529: 4}"
A30JWR5F0YE2EJ,{410399: 4}
A3CPP4PMSFTFGG,{410704: 1}
A3ST4ONN0J7DRE,{410800: 5}
A2ABC36ZBTDLB2,{410255: 1}
A59N08O5KAO4Q,{410031: 5}
ANWHGUN7HIFSP,{410024: 4}
A1O477TXNH7X1R,{409983: 5}
A3K3OPZS5TJH1R,{409983: 5}
A3JPOP3DGU064M,{409983: 4}
APRTKSM2QBZZT,{409983: 3}
AJDNPSMFTL239,{409983: 2}
A2ROUHANK9RDST,{409983: 5}
A3GL3QR7TE0C46,{409973: 1}
A32JMADGA52AES,{409973: 4}
A8Y9LBH7AL0NJ,{409973: 1}
A3NO7GOPMIHWS,{409973: 4}
A9BL5MBKDPGQH,{410114: 5}
APLKWNDOIHZDC,{409984: 5}
AKM74ILD0YD9J,{409984: 3}
A39MGEPTK43F,{409984: 5}
AY1ITYJQK7GMR,{409967: 5}
A220JLLS7ST009,{410527: 3}
A6V4OUF9EEJKC,{409992: 3}
A18W37I4V0QOS4,{410008: 5}
AMQFQ73GNTMCT,{410141: 1}
ALBJDQNE4Y83Y,{410141: 3}
A2LK2DOKBXCVAL,{410145: 5}
A1OJE1HCAKS253,{410725: 2}
AQ9C6ISNB8S9O,{410229: 5}
A1ZWPW4SWMG1KG,{409965: 2}
A29RA3MO1JXK5X,{409965: 5}
A31E3G4BZQ4YJL,{409965: 4}
A3S88JV9N3P0IN,{410370: 2}
A2PI1O9W2470R1,{410238: 2}
A1RHENZCAJGONQ,{410359: 5}
A2Y82ZRQMRJ24N,{410474: 5}
A1YSPFA1I7RWR4,{409990: 4}
A1Q2665JNRZCTY,{410014: 3}
ASDD1ZD13Y58W,{410356: 2}
APJL985M1FLEA,{410396: 1}
AEETDCRPPX2WR,{409969: 5}
A2HETBCQ396508,{409969: 1}
A2VAXXBXTUXJCP,{409969: 1}
A37UPE86RNS44A,{409969: 2}
A1J3F3314WWO8F,{409969: 5}
ADEO8X4L36SLX,{410248: 4}
AUDAA5M8CINQS,{410164: 5}
A3EK08L9MSVTOP,{410758: 3}
A229QUSS2LLJDO,"{411480: 5, 412367: 5}"
A1OJWDPAKGR6HZ,{410880: 4}
AYL39VW3C3UK1,{410011: 3}
AFP945TBOL34Q,{410011: 1}
A18PMVPWIIP5V7,{410177: 1}
A3QFVAXU6FLO0Y,{410020: 5}
A2B1K1R52MSVJU,{410624: 1}
A1JVK3BZ0YEJN2,{409961: 5}
AMTKCYEPZHNC6,{410508: 1}
A2HXXOOJ3U0AH5,{410084: 4}
A27048NPIOKC52,{410798: 5}
A3BPOIVVHJRUH0,{410290: 5}
A2N2FT8PWRUHA2,{411516: 5}
A2L5ZVB1FF4J3O,{411839: 4}
A1QQWCC00P23E6,{410009: 5}
A3A1TG82JMW8HC,{410009: 4}
A3FSVTVATCRCGR,{410130: 1}
A3TFWHBGGG0H37,{409977: 5}
A134VWM9QONZPM,{409977: 5}
A15D0XVNP5BCIP,{409959: 5}
A1ULBVA7EPL6P8,{409959: 5}
A6FOJLZP0LZFZ,{409959: 4}
A1NJRB50RCEX3K,{409959: 5}
AGWXVWWBMA0F4,{409959: 5}
A3FIG7AO72DZ3T,{409985: 5}
AR1VJXMGTOH9S,{409985: 5}
A3T0W8OV1PEI8I,{409985: 4}
A34Z0HNDCEF85E,{409985: 5}
A3DSAZYFMLZVW2,{409985: 5}
A1BD37H42GHKPB,"{410286: 5, 456725: 5}"
A283VEV33RR2A2,{410268: 5}
A2FO09MBIKBQ0W,{411931: 1}
A229CS8BRR6MLZ,{409997: 5}
A1NWY6ATCTS9OR,"{410807: 5, 445197: 4}"
A3AOI8PI1HQ8ZN,{411309: 5}
A2XKFTJR9OVOVK,{410467: 2}
AIXGSSFL9LUUO,{410097: 5}
A2XDG9SRX5HTVD,{410533: 5}
A1SW33E7BCE4XA,{409988: 1}
ADK7CKLXQPFEN,{410108: 5}
A1UN6M0PRA806F,{410074: 3}
A3CWUFRF2J7WJO,{410028: 5}
A1DXHL35U41C63,{410300: 1}
A2H0WSNOUN85WW,{410128: 5}
AEIPBC4OIZ6OH,{412553: 4}
AD2MX2TMNFCQZ,{412929: 4}
AVNS6O24W8N12,{412297: 5}
A4ANGPNH2526O,{412297: 5}
A2ZF3RMURZ8VPO,{412297: 4}
AGT8QBJ9K475L,{412458: 1}
A2INVETBM9FTP9,{413753: 1}
A3UGW0MP3TTWLX,{412365: 5}
A1K5UHFCKYIBQ9,{412529: 5}
AF6GVORP2HSWK,{412880: 2}
A1UPVHEQ3PLE96,{412384: 5}
A2GZ5M96AOVYJR,{412384: 5}
AWVH2ZLNYZSQY,{413305: 5}
A6NV04EB98BUJ,{412861: 3}
A2AABWNU3XXR7A,{412360: 5}
A32J9ZQSNOQOS2,{412327: 4}
A3V90TFKXU53PW,{412327: 5}
A36D7GN73C1DZA,{412367: 1}
A3TLW0U7PH2BVQ,{413209: 4}
AW0RZ37XLM03P,{412419: 5}
A2YHIXTJKVYTLA,{413658: 1}
A3BSVIKEN7PVE2,{413227: 2}
AT5XVJNO3Z3F3,{413792: 5}
A3O1PMU4OJ6SK8,{412530: 1}
A32E0R69D9ZQ6J,{412313: 5}
AQROCGWXREIIR,{412550: 4}
A2ZO89XWR976U2,{412359: 5}
A100NJY1L1QBOR,{412747: 1}
A1X9NGM1AZFV5B,"{412353: 5, 452026: 4}"
AV253KZ7FQ9GR,{412589: 5}
A2HXUIDKLETZ08,{413654: 4}
A3FPA1GEEXKJ7,{412739: 4}
A1SM1YOTCCII58,{413266: 3}
A2F4ZKNOT9ZQDJ,{412430: 4}
A1Z9EUEIHYS8XC,{413493: 5}
A1D894RWTFBOUQ,{412318: 1}
A2VJYDT6LP199J,{412399: 1}
A1MZ74SM0EU24T,{412596: 5}
AQJR5Z8ANRDLX,{413942: 1}
A2CWXYA6OSMSUY,{412488: 1}
A1OV9303MO17RE,{412424: 4}
AV3I4AR5A35JI,{412475: 1}
A3FBPXOZTOG90E,{413424: 5}
A3FX8Y4HM97XQ9,{412325: 5}
A1YUH3SZVBAR0B,{412320: 5}
A1O1E6PERMAI2I,{412369: 3}
A1OBBDRVULTGLV,{412369: 4}
A37XZ0GFVZFZVP,{412404: 3}
A1746W88BBKABU,{412612: 5}
A3CAQ9O75EN6Q4,{413689: 5}
A3HHY70FCEV3KG,{414007: 5}
A1NVXWMUXWPUQR,{412435: 1}
A11LOWROEY0IEI,{412307: 1}
A2VSR2L9H2FN68,{412437: 2}
A20J6K1Y48NLRI,{414545: 5}
A3AQB6XRGS1UNL,{412960: 5}
A3FQGGV2S2AP3D,{414203: 4}
A2SML7P6BG9RGA,{412328: 5}
A37LU9SG61FJ5A,{412311: 4}
A1F5JYJWPVWZ8R,{412406: 5}
A2EJEVL4XCCQ47,{413004: 5}
A3N8BYP0PM4XZ,{413004: 5}
A33KTK3PZNQ5F1,{414609: 1}
A29DHMHBX38JNN,{414890: 5}
A1Y17JHP6D190E,{415465: 1}
A1PTFSFQ6IUR45,{414628: 1}
A2T1IQA4AS7DW,{414628: 5}
AYKRYCKY0K8JA,{414628: 4}
A2DIK80IOFFX2R,{414628: 5}
A194UXAREJ9PDI,{414628: 4}
A2QQ16OJMDN46S,{414620: 5}
A1FN5KYXOXJ58Q,{414971: 5}
A24RFNO494QHP9,{414612: 4}
A36S3GTY1V1478,{415022: 1}
A26A7EQ781PR6A,{414854: 5}
A24NNFF7ZH7GBG,{415507: 1}
A3I5QELUWLTE94,{415848: 5}
A2Q9KDXDHQJZVW,{414697: 5}
A3FISOHOTCA2HU,{414697: 5}
AF3LYF1YHS321,{414754: 5}
A2T07F9LEBD5BG,{414754: 5}
A2712VO01XY1ZI,{414610: 5}
AFIGQJNTN4FT5,{414610: 5}
A3FXD3B3C5OD4Q,{414610: 4}
A27AHIKIMZXYQG,{414610: 2}
A2MOWQME57DCK3,{414610: 5}
A3FVJCM3125PBB,{415601: 2}
AM77PBP1LXS3B,"{414734: 5, 445022: 3}"
A1W8IHB5IRLI8B,{415468: 3}
A16LXLKHZABE65,{414662: 5}
A2MDVHKHB3XYNR,{414660: 5}
A3173PFUYQH6GJ,{414660: 4}
A1KI0MO20VD48X,{415814: 5}
A2QYIKAES4VHZR,{414616: 5}
A1WJDVX25BXFDU,{414616: 5}
A1BWFVS82A5XM,{414616: 1}
A283HPNU5EXLHW,{414616: 1}
A2FZSYXHOFZ6BF,{414616: 3}
AC9FADZ7AX4SR,{414616: 5}
A386EBTN2S3BF5,{414616: 5}
A2D4IX4D3EU98I,{414647: 5}
ATTBZJCFIYFMQ,{414766: 5}
A3AH3LYXACHAHN,{416316: 5}
AI4X0AX5QJYJQ,{414789: 4}
AA4K5O6X4B3LE,{415654: 5}
A3MCDB4TFN73IN,{414648: 2}
AD24SG3E5MVZT,{415271: 5}
A3D4NT7QSXJLYA,{415757: 5}
A3TT1G2PMSUO5V,{414933: 1}
A35WFBCFVXCVSF,{415052: 5}
AMLCKEDBVZ0GK,{414750: 1}
A1DGFXG08K2WLZ,{415744: 5}
A2SA0LFZMQ2KP9,{416900: 5}
A398S4LJIKED8T,{416900: 1}
A3A8SVOY3L8VVJ,{417092: 2}
AVQITX1S6HS5W,{416946: 5}
A2737QBRLYEI5R,{416946: 4}
A3DD4VJ60EQG00,{416926: 4}
A2C1DSTR3LX1ZM,{417001: 1}
A39TU14F2T3AY4,{416993: 4}
A9KNQWPU7CKB8,{417732: 5}
AX10K48RSREI1,{417324: 5}
A3EWB8TQA4U9E,{416854: 4}
A3MSL5DE4JNPP,{416854: 5}
A3KZOBH4EE1VY8,{416854: 5}
A11J5E7XY71RMQ,{416854: 5}
A12SMY8NPD8ELN,{417712: 5}
A3ST25CK5DY2CY,{418492: 5}
A1GBKBNP6XSUT3,{416985: 5}
A35O85WSOBCUFD,{416985: 5}
A2JLKVM6YZAZ4Z,{416985: 5}
A31ZR0P0MHIKU3,{416952: 5}
A1QI21EIIHLZAQ,{416952: 1}
AX9GTTH84HNCW,{416892: 5}
A87EYPOTX7B6J,{416991: 5}
A34ZBJUS0V5CFG,{416850: 3}
A3KY16DPVPASFD,{417596: 4}
A2G374JLJ9QASQ,{416857: 5}
A1GM5JGVHG4L0G,{416857: 4}
A3O0MAUX71H531,"{416874: 2, 454368: 5}"
A2UQJ5VOMTIS7L,{417151: 4}
A3HCHREHBRN4LV,{416923: 5}
A3TR2D1I4YKCR7,{417022: 5}
A3P07PR3N9IHTI,{418358: 3}
A21HWC43ZM60X9,{416885: 5}
A1D8LT6VF4SAYZ,{416885: 5}
AM54QDXVDGVXU,{417198: 4}
A1QV0R206ADX8L,{416975: 5}
A1JVRRHJWMU5B4,{416851: 5}
A3NNRTUC3KJ9HK,"{416979: 5, 428819: 5}"
A19YURQA54HITO,{416986: 5}
A3UBNI600D7XVA,{417685: 5}
A2G0I8QCP24JD8,{416865: 1}
A4ZJGG93JS4Z5,{417624: 5}
A3MPD4E0C8EJMI,{417296: 5}
A3GL9S5NRUAAW8,{417530: 5}
A8ES43NI95IH,{416964: 5}
A3KI54IATP68W4,{416964: 4}
ASJEZ3EU31NW,{416964: 5}
AAAYG9RIAN5CB,{416964: 5}
A0660348SGBAI33UA0XQ,{417287: 5}
A1GOO4M3NHTOQ8,{416959: 5}
A1RZJUK9OHRDY5,{416878: 2}
AQ1QIU9DUVVDP,{417068: 1}
AEBYPIZYOIOSD,{417204: 4}
A19CPBNLXMAOZT,"{416921: 4, 447415: 5}"
A2DQ00DGCI5SMM,"{416921: 3, 451993: 3}"
A1JS1YXG2SMGY6,{417485: 4}
A5UEN4621RXH2,{416855: 5}
AEUB06LLL8VVG,{417747: 5}
A3CO4DSNS4LS2A,{416861: 4}
A1NS2CSDWZ53UF,{417222: 3}
AAG3P8S23HKEF,{420267: 1}
A1Y03SQC8JXD6V,{419365: 5}
A2QOLAMS55W9ZX,{419215: 2}
A1XSJ6YRA0FCCX,{419266: 4}
A3Q2LSACY0F5XV,{419266: 5}
A2SVRD7VW0Z0BD,{419500: 2}
A5SOPMTGIY5JY,{419260: 5}
A1CG47B1ZUBS2H,{420369: 5}
A57D4R3793TBQ,{419220: 4}
A1HHXKWPJ10RFX,{419604: 5}
A2D685CP8JNN9C,{419337: 5}
AK32XIP3X4PS,{419677: 4}
AVI4UNU9XPMK8,{419230: 5}
A2CMWMX9UDKP36,{419230: 5}
AB155HDEOD6QS,{419230: 4}
A3TQ4D7YDZ3BFZ,{419290: 1}
A3UQH2DRYEG8EL,{419210: 1}
A1Q81LHCTSFKVY,{419445: 5}
A28TZCJMF6HE71,{419216: 4}
A14SG3ZDYHSBA1,{419216: 3}
AHY1ASJCNRFZ6,{419273: 5}
A32PABDFOVQ2VK,{419252: 5}
AK6EXK74UI2ZS,"{419474: 5, 444936: 5}"
A1SRG2KOI4YLTZ,{419606: 4}
A2ITJ6NE2OBBPZ,{420322: 2}
AO61BNL6N14RH,{419229: 1}
A1Z34H3RRH0Q0U,"{419226: 5, 431122: 5}"
A1WNXLF7OSEBKU,{419865: 3}
AXRVIG5MB2G4N,{419214: 5}
A2C4ODXJBZEKTI,{419214: 4}
AG3HN7SZKMFFX,{419214: 5}
A1PCVUI8CRH55N,{419214: 5}
A31RFQGSIOBRW,{419214: 5}
A1Q6TLK13PCRIS,{419214: 5}
AYY929WSU2JET,{419256: 4}
A1LRXTO3MT8LFG,{419956: 5}
A2AM6Q99WDBE2H,{419251: 5}
A5PS880WDBR8R,{419504: 4}
A1IUT4GMMBB6BJ,{419315: 5}
A319ZAB1ORU,{419419: 2}
A2UXGUZEOXILJB,{419968: 5}
A2EZ1DTQ2EQDGS,{419236: 5}
AIL99SG4H1DBY,{419236: 5}
A3Q9BPWOF7T444,{419331: 5}
A15XML3GCD42H6,{421299: 5}
A5383MVYL911X,{419322: 5}
A1ONQFY1YFF7D8,"{419322: 5, 463825: 5}"
A33IHG54G5QN1M,{419774: 3}
A2V31O9TEM3VVN,{419254: 3}
A2I4X7ZHHRTFV0,{419205: 5}
A3VM3ZBY3SAYYG,"{419205: 4, 454368: 5}"
A22QSTGXS9BMM4,{419377: 5}
A33MOJLBV0WFAS,{419632: 5}
A1H5EYRNF7MJJC,{420263: 5}
A302BS89FVF1JF,{419225: 4}
A2OHSK4WYVRDWT,{419225: 1}
A8OWDLECW1NKS,{419344: 5}
A2JOEVXF2INOLK,{419609: 3}
A19S14DX8660T9,{420785: 4}
A51VVNQX23CQ6,"{422530: 3, 428657: 4}"
A2RBK1OTJ59DJJ,{421499: 5}
A12BWU83BCF5SH,{421918: 4}
A2Z69E1FNAO38O,{421525: 5}
A17VA864ROBGN8,{421474: 4}
AWX8NT9I0JWRJ,{421878: 5}
A3PBPF5LFQRLZD,{421536: 5}
AU6TCRSHUWXV3,{421517: 5}
A1H3WV9M9HGMHJ,{422252: 1}
A2UY47505YM3VV,{421533: 5}
A2TEDU6J5E7ZU5,{422209: 4}
A1XDQJJCBU7MWA,{421442: 5}
A2Z9ULWF1GBQBR,{421619: 1}
A2D3KFTN0JRTD6,{421455: 5}
A1KWFEUYY3MJM5,{421703: 4}
A39PCBXPFP9TWE,{421703: 4}
A3VJJ3KKLAONKC,{421438: 5}
A3AIVQRKASG0CZ,{421671: 5}
A37QXJX0142ISA,{421526: 2}
A39KKFBXMEPMKT,{421512: 5}
A22OAGCPU8GP1J,{421698: 2}
A2CYC41UDHVSKY,{421777: 1}
A1HK4DD6HA7EK9,{421806: 5}
A3KWMBDD33M36X,{422482: 4}
A2P6ZONX3EQR5N,{421519: 5}
A3H783ZKFXYD8M,{423019: 5}
AQT9VMXS9MVP6,{421441: 5}
A1N6XBG5ZPJE48,{421441: 5}
A1ZW3VV1N2HPAW,{421534: 1}
ADHJT11Z33VWR,{421667: 4}
A3TEQLNGPF1PW1,{421456: 5}
A2M77E7O59IU90,{421456: 5}
A282X9IX88UL8R,{421461: 1}
A1NN28RIWX8A3K,{421461: 2}
A2JXHGMHT98ADC,{421461: 1}
A1LZ3HH0WJ4W6I,{421461: 5}
A2Y2ZBHIKNNNP1,{421461: 5}
A1JZF10YBJ7H6F,{421461: 5}
A1PJIJ2I6A2YI0,{421461: 1}
A3SI0FFC7PNMD,{421461: 5}
ACUNHA33119N0,{421461: 5}
A21J8I6IZRVLY8,{421484: 5}
A3K73RYO4MZ360,{421709: 4}
A2C2384XW3IP0N,{421457: 4}
A3SGYOHY0KX79M,{421647: 1}
A3OVDI0T8SQHO0,{421647: 5}
APMOHQUQOY9VU,{422206: 2}
A1YIL08RRIHKSY,{422023: 5}
A2BNQTG8IGASDK,{421595: 5}
A2RYEAPTW4ZQJQ,{422401: 5}
A251MU6GMRBHMW,{421991: 1}
A2YJWEXWUEWO1K,{423035: 2}
A3T6HSEI9AETVT,{421448: 5}
A2WXTVGNQAEVYZ,{421735: 1}
A1EB12BLPXFOD2,{421608: 5}
A1J0XCV1K9CCXK,{422839: 5}
A56JOI6M7RLEZ,{421503: 1}
A2EV0DAEJSNYQJ,"{421503: 4, 426117: 5, 440480: 5, 454415: 4}"
A11C4Y5FRJ3NVK,{421509: 4}
A216CECOSS2R0N,{421509: 5}
AT1E66XKSFI5F,{421509: 4}
A2558D4LB3IKSC,{421502: 5}
A2NHOADJMGTK45,{421659: 3}
A3JBON8I9S4X9O,{421661: 5}
A393NWOKG7CRGF,{421661: 5}
A17A2BWPNSM64E,{421544: 5}
A38RX1OHCVW1VT,{421544: 5}
A15S5RXTXXREQX,{421505: 3}
AMQW09HSTO2CT,{421545: 1}
A1892F2W9BP8Z4,{421492: 4}
A32KLNTPCNWCTR,{421492: 5}
A2UXCTX0H2Q3PV,{421492: 2}
A3KA8O8NN9T835,{421492: 5}
AXPHHCIZ6EASC,{421910: 4}
A10VOAGGR7RDPT,{421768: 5}
A2HIV5SS3QJN9B,{421515: 3}
A3S5NT6L82O3RL,{421798: 5}
A2UAF4426NCOG2,{421953: 5}
AF5DBIQ7WIDH,{423255: 1}
A2O2EB3Q3R5O3N,{422202: 5}
A1EEBCDUFAFEDG,{423775: 5}
AH0ZJHZXAIDYW,{423797: 5}
A25DIVB114X2L0,{423986: 1}
A3GLV678ZBRMYM,{423748: 5}
A24LA39J2ME2GP,{423748: 4}
A2092HXJRKDZG2,{423748: 5}
A34JSLLYVPT6OU,{424817: 3}
A3LR2544HS55GD,{423830: 1}
AQWQMZ5NIKVFI,{423758: 5}
A2E5AQB4MKXIP7,{424607: 5}
AH18OIMJ5PVAK,{423730: 5}
AZ2YJ4OJ4X5KI,{423730: 4}
A14ZIQ60WBBMNZ,{423981: 5}
A1CVJZFI457E2,{425669: 5}
A2KQ7HRMJYKF73,{424166: 4}
A151SKLM5N07GS,{423820: 5}
A3KV68MRUAF0RG,{423970: 5}
A3AFT7JN2CE2HK,{423784: 4}
A3VUJU4DDYX7ZE,{424044: 5}
A1FDMQ8IM95O7L,{424132: 3}
AKD30WYXD20M,{424155: 2}
A2A19850VVIS4W,{423902: 1}
A3HBGKNLMJNKE9,{423798: 5}
AMCYHC5FELOY2,{423798: 5}
A924YTKM1VEF1,{423798: 4}
A25O5D1H2T7G5R,{423798: 4}
AFUPN5KQWC5J9,{423768: 5}
A24UQ5EU533OT5,{424036: 5}
A3RUNNHC66RXBL,{424036: 3}
A26RX2F0SRLU46,{424035: 4}
A27PEOJADER4K4,{423739: 5}
AM8Q8XP8ZEGHX,"{423753: 5, 428553: 5}"
AJFFSFWD1W80A,{423858: 5}
ANT9W0UTO85I8,{424842: 1}
ALV8ZAUDL94R5,{423750: 5}
A3AYSJBBJC2EXD,{423750: 4}
A2F4AS090O04UN,{423750: 4}
ATNVWKT1NJHRL,{423750: 3}
A1AO9KFEQ0WDKE,{424086: 1}
A2NAN5OA7H5272,{424182: 2}
AYGPCFNY34NN9,{424103: 1}
AFLGOW2OJ9R4Z,{423925: 2}
A1A2FHZGVJLFQC,"{424094: 2, 425343: 2}"
A1310O20EFS9W5,{424343: 5}
A1VXGWAZAXUNF2,{423869: 5}
A1KX8MBA4PWEDM,{424041: 5}
AV9Y706X5M20U,{423741: 4}
ADW7E20J8A5ZT,{423875: 5}
A38VGKFJP4RCII,{423799: 5}
A2S97NBEJJRX5S,{423808: 1}
A2HCZZISKSKCDP,{423808: 5}
A1CKB0F0SKZ4G3,{423829: 4}
A3N9HA65K6FF66,{424099: 5}
A37N9TYEYX8C6T,{423767: 5}
AFS530JTC2K1Q,{423767: 5}
A28U63HUH88CT,{423788: 5}
A1EVRJAJDQEC32,{423788: 5}
A1NF8TZPM86RKF,{423788: 5}
AF7YGJ95V89A8,{423749: 5}
A2UIPNAUAII3BK,{423749: 4}
A2F1M8CIGZR9N2,{424163: 4}
A250NSVTD61BKR,{424060: 5}
AW08E0QHFBO3U,"{425903: 5, 428597: 1}"
