A2HLOMXD15UQ5F,"{2509: 5, 291734: 5}"
A23MB0AKCLN5PD,{96897: 1}
A2RXGCB41N85V0,{96911: 5}
A3TQVAUTLC4T6P,{97002: 1}
A2TNQ87GWTKOON,"{97043: 5, 301644: 1, 329003: 5}"
A1LKM6E8OZSKKG,{97043: 2}
A2UW02EWBT4HBK,{97100: 5}
A2E3LWP3IHFBF1,{97100: 5}
A1KS3L2RPXVCTJ,{97149: 4}
A1I5WXE7P4ETRN,{97158: 1}
A1F1RRKQNO5YPZ,{97262: 5}
A1NRD3B011PZDQ,"{97262: 5, 198903: 5, 259199: 5, 270502: 5, 292561: 5, 332179: 5}"
A3LIJINZ7HPXUR,{97357: 2}
A24CWX28OFQTSF,{97376: 3}
A1KR4HMHJ9PNRT,{97399: 5}
A3423YUA3213RI,"{97412: 5, 189067: 5, 280113: 5, 395934: 5, 445959: 5, 463438: 5}"
A2IVCTC7N6KYL9,{97955: 5}
AHT5LP53LYVMB,"{97434: 5, 133958: 5, 325003: 3, 354237: 5, 396875: 5, 407597: 5}"
A2EY1UAKZQUW3R,{97487: 4}
A16MJV9F3P0MTG,{97556: 5}
AL1SBICNU470K,"{97583: 4, 287947: 5, 514340: 4}"
A3LQX8JD5RWWYG,{97637: 5}
A3DRQFXRY77F52,{97654: 1}
A1CG8DAU8MC4ID,{100387: 4}
A15VM6ZWZEFCOJ,{98002: 2}
A5IZ2XUL1RPK9,{98002: 5}
A2T2E3OQ3FSBQ1,{98002: 5}
A2W0C9H24H9CSS,{98002: 4}
A1MATNS90CAGUF,{98013: 5}
AUN32DBZOBGOE,{98013: 5}
A2D1RDGFT05FWG,{98013: 5}
A2E07GEJW814Y5,"{98014: 5, 404881: 5}"
A1I2E2RVNGX7TQ,{98014: 5}
A329X4ACQIB4AW,{98014: 5}
A35E3T328QZ993,"{98014: 4, 408201: 4, 494838: 4, 497920: 2}"
A2W0ZVDSUR9749,"{98083: 4, 201813: 5, 331086: 5, 375672: 5}"
A2VI0M6L6X99E3,"{98083: 5, 127312: 5, 225620: 5, 310367: 3, 349942: 5, 388919: 5}"
AIX7A0NFER6QU,"{98091: 4, 440009: 4}"
A28484VCIE4D1C,{98096: 1}
A2TLF61P17N1P0,"{98150: 5, 191137: 3}"
A3Q7IQ8ZNU2S7L,{100455: 5}
A3HSW7RTLTBXYD,"{100455: 4, 312604: 5}"
A2IMO7KTAC7VVD,"{100459: 1, 116526: 5, 336118: 3}"
A1BQZMDDPPY1MP,"{98170: 5, 165377: 5}"
A3AT1L6AOXJ35F,"{98228: 5, 286815: 5, 335575: 5}"
A32IVIXQ37T8XC,{98233: 2}
A2VX5EJ8KT9N3T,{98233: 4}
A1DC7SFMYMSXTW,"{98314: 1, 234465: 1}"
AKZ1EI2XRA59Y,{100495: 5}
A38GPBIUC0JIRO,{98358: 5}
A3D9I83ZJAZFYM,{98378: 1}
AR658ZXR8YBIK,"{98396: 5, 247971: 5}"
A3QYT9ZLBBGL2E,"{100511: 5, 187274: 4, 317974: 3}"
A11MIFUWG1EBZX,{100525: 5}
A2DCBGK8J5E6PC,"{100530: 5, 112437: 5, 153102: 4, 464366: 5, 492411: 5, 497148: 5}"
A2QCJDI4RVST11,{100530: 5}
ANALAYAE5OF53,"{100530: 5, 244181: 1}"
AYJB2IHT51PQZ,{98545: 5}
A3UT9SW7UM8T5J,"{98551: 5, 196631: 5, 372103: 5, 421810: 5, 464705: 4, 494061: 1}"
A3N0MDHI6H9TIH,{98598: 4}
A18ZD0TABT2P2Z,{98598: 1}
A2LBF46U9AEKP7,"{98611: 3, 179569: 5}"
A2P8C7FBEOFPAS,{98625: 5}
A8TW3QYJIGGD,"{98625: 5, 231883: 4, 320566: 5}"
A1GAP2QHUDME99,"{98625: 2, 523778: 4}"
A27XQLBUA3RIN6,{98625: 5}
A1ZHPNBQLAY6H6,{98625: 5}
AH4HB5BQ1XE2R,"{98625: 5, 262260: 5, 447369: 5}"
A1UF3D5SVO2ZQR,{98625: 5}
A2TLJ8P65T7M3I,"{98637: 1, 153826: 5, 428604: 1}"
A3F7V2HPXS7J0Q,{98649: 1}
A1352YQXBLAY6D,{98649: 1}
A96UOQM83BBQ9,"{98696: 1, 339589: 5}"
AKM5D2JR7UGOU,"{98696: 4, 119822: 4, 261742: 4, 318779: 4, 500080: 5}"
AVRG2APC8U9S8,"{98696: 1, 104964: 5, 124535: 4, 179770: 1, 288173: 5, 308684: 4, 309086: 5, 418671: 1, 489516: 1, 518981: 4}"
A1DPE7SJE6YRAZ,{98714: 4}
AJ5O9MDDHPC9C,{98765: 1}
AJG8OBZJYL92Y,"{98784: 5, 153262: 5, 421133: 5}"
A2Z55E2ANPMSMF,{98793: 2}
A16NDI1QC8VX6H,"{98813: 3, 190984: 4}"
ARKXJTFYX581F,{98853: 5}
A219V0MK954GRX,"{98856: 2, 311078: 5}"
A30Q8IW4ZIYO77,"{98901: 5, 509459: 2}"
A1FN5FWO6UU1SB,{98928: 5}
A2AGFN0DGKM0E3,{98934: 1}
A3ADWF9Y0IIVOG,"{98984: 4, 364036: 4, 469268: 2}"
A3A6HQR5RC7PGX,{99021: 4}
AX00UGWKFOMY6,{99032: 3}
A370P4LQSPWQL8,"{99040: 5, 109056: 1, 501281: 4, 511267: 5}"
A3LT0Q2CKG32RA,{99058: 5}
APC1GCVA375JM,"{99072: 2, 131587: 1}"
A2IUTQB3MFGFUQ,"{99072: 4, 156362: 5, 201097: 5, 202446: 4, 206834: 4, 250391: 5, 426635: 4, 474721: 5, 497246: 2}"
A33N1XAWTTBOHI,{99092: 5}
A2D1RSO3JPUA82,"{99122: 5, 426535: 4}"
A19F2R72JEJT3F,{99144: 1}
AGSUEQJM9PUYT,"{99177: 1, 398518: 3}"
AVRITOJ8U4O78,{99188: 2}
AL28A2FWTE2T2,{99193: 3}
A1JE4ZZJTZ0MOM,{99193: 3}
A19JKK4IGRDI0Z,{99206: 1}
A3D9MZDL1SY768,"{99208: 5, 217733: 5}"
A3W34TP5Y2UASS,{99255: 4}
A3AEYP5VXZQNK0,"{99270: 2, 301080: 1, 306919: 4, 370975: 2, 406554: 2, 474548: 3}"
A3ERW5VZK8LUQ6,{99282: 3}
AXLLFVFYQZOKK,"{99289: 5, 145489: 3, 336811: 5, 403053: 4, 434340: 3, 475662: 5, 494602: 5}"
A3SN902CTJDXG7,{99299: 5}
A1ZEB8H1CHPO17,"{99352: 4, 251986: 4}"
A37AS3VTAMDZEN,"{99424: 5, 385579: 3, 406370: 4, 462314: 5}"
A3VFCZ7H629GA3,"{99463: 5, 514654: 1}"
A8QVXVTGW9HQ5,{99482: 4}
A3SYQSG7419G3A,"{99482: 5, 107851: 5, 134431: 5}"
A1CJSBG3FFAQSB,"{99502: 3, 208872: 5}"
AA76ZRYBLO19O,"{99522: 2, 139942: 2}"
A3T3VY2ZM5TZZP,"{99574: 5, 263713: 5}"
A295VOPVRIEFI9,{99587: 1}
AZ85W3W4PXTEJ,{99642: 1}
A3NMQFWLXPP8EV,"{99649: 5, 155884: 3, 217215: 4, 261036: 4, 322156: 5, 327919: 4, 390789: 4, 402364: 5, 480125: 4}"
A35INQJW9BNV8K,{99708: 1}
A6TV0L5LGYLGV,"{99716: 5, 372283: 5, 390139: 5}"
AWBU9TLFL8EG1,{100602: 5}
A320H6SX0WU3HP,{99752: 5}
AXIFMC6N6LTVD,"{99755: 5, 393720: 1}"
A274VDQQOXITWD,{99755: 5}
A2631EK8L7PTLI,"{99755: 4, 431189: 5}"
A2X1VBVA1HDP1D,"{99767: 5, 101262: 5, 111590: 5, 141292: 5, 237860: 5, 248736: 4, 253052: 5, 298664: 5, 342774: 5, 383959: 5, 387507: 5, 408018: 5, 410596: 5}"
AWHRYSAXL0O74,{99768: 1}
AIX9ODIJLREIM,{99783: 2}
A2Q25CNJFO1BUU,{99843: 1}
A3NZKDDY3L92P0,"{100604: 5, 252227: 5}"
A3AD2BQ859G3R7,"{99891: 5, 354315: 5}"
A136IRABCOMTR8,"{99891: 5, 249408: 5, 306303: 4, 344805: 1, 429515: 3}"
A3SGQFYVD33OAS,{99891: 3}
AATZG0YBEAKDQ,{99891: 2}
A2CKMCKN72ZLSJ,{99891: 4}
A3XJKQEOK04TW,"{99930: 5, 202019: 5, 445712: 5, 509347: 5}"
A1LA870VKMZZKQ,"{99934: 5, 485137: 5}"
A39FLEQAYYIE8X,{100033: 1}
A1N36V5VXHO5TA,"{100042: 4, 496320: 1}"
A2RWTKFSP1M5F3,"{100042: 5, 222599: 4, 496320: 2}"
ALCT7IDUMBVZD,{100615: 4}
AEJIBCGW5S8QO,{100615: 2}
A3I5TNRMHN93UK,{100131: 1}
AXXLTS3FNEW94,"{100141: 1, 343513: 5, 514670: 5, 519996: 4}"
A3UJ8K71S47WYA,"{100142: 5, 112567: 4, 171446: 5, 196439: 5, 418359: 5, 436884: 4}"
A32P2EFA42BG9Y,{100190: 1}
A3GQC5F10E0SM7,{100191: 4}
A29ZRVVD67Q874,{100205: 5}
AZGI7OWPVSQ1C,{100247: 5}
A2YT2SJWEBGGXX,"{100307: 3, 121236: 3, 201673: 1, 309143: 5, 311916: 1, 359457: 3, 381752: 5, 412149: 1, 505483: 1}"
AKEDVSIW6ZXVH,{100309: 4}
A2JN3PSOAUI3ML,"{100359: 4, 112883: 4, 228643: 4, 335596: 5, 415139: 4}"
AM15CN25SOR2O,"{103013: 5, 108224: 5, 296850: 5, 354473: 5, 425451: 5, 457183: 1, 509963: 4}"
ACBC46ESG5PQR,"{100646: 5, 174022: 5, 234523: 5, 260649: 5, 348522: 5}"
A2ZHWVLKC6DJ4I,"{100646: 5, 141868: 5, 204015: 5, 205301: 4, 245036: 1, 298960: 5, 439070: 5}"
A3U8IQOKD45EGI,{100649: 2}
A20OT1VTAYBFN,"{103037: 5, 343923: 3}"
A8WKVXT5UO3G6,"{103037: 5, 176405: 5, 184321: 4, 218536: 5, 278640: 5, 351838: 5, 399126: 5, 436057: 5}"
A2LAQLBUH034VO,{103037: 5}
AQYVJ3G3ZAXU4,{103038: 3}
A11FY3UR3HKF7,{100662: 4}
A5JY4ARAM1BQ9,{100728: 4}
A1MNDP5V4Z3A5L,{100754: 2}
A10O52QWKP8WOB,"{100772: 3, 360899: 3}"
A2Y8CALEL6IAUQ,"{100775: 2, 377282: 3}"
A288PY27528FC6,{100775: 1}
A2HGQRY52KV19N,{100792: 3}
A2XMW1G6SCRQ6N,"{100792: 1, 144147: 4, 387440: 5, 401906: 1}"
A13WFF271018LZ,{100808: 5}
AFYDAN5MIASKY,{100808: 5}
A2OUOEEBYHXXWA,"{100808: 5, 151415: 5, 360623: 5}"
AGVJRS0KHYL11,"{100815: 5, 162815: 5, 246557: 5, 262192: 5, 316678: 5, 331810: 5}"
A26MVJORARMIJP,{100815: 4}
A2B4JCASPW5ETP,"{100815: 4, 271910: 2}"
A2IGZ3TXJG5RQX,"{100815: 5, 173938: 5, 211408: 5}"
ASW8WKQERTDY6,{100823: 4}
A2EMT4H3N0538P,{103078: 5}
A1DIVXYRNR0YZS,"{100859: 4, 358729: 5}"
A1W6XYJE6HCWBB,{100869: 3}
AWIH87RY2GOY6,{100880: 3}
A2YOEWHEHKZ4C9,{100880: 5}
A3EAE9HBF6W8XD,{100889: 5}
A1FZUXTEZSDBG7,"{103090: 5, 171474: 5}"
A17D8NEJ8GRNH5,"{103090: 5, 212151: 4, 266315: 5, 322880: 5}"
A2XF573X3TCOMZ,{103091: 1}
A19XXKNBBWEJK,"{103091: 1, 415565: 3}"
AJVXR3OH7T6WP,{103091: 2}
A1XGMZTLQO2S4S,{103091: 1}
A2172P7UERAOQU,"{103091: 4, 129340: 4, 304809: 5}"
A2XF97GYKPFB0N,"{103091: 5, 346689: 4, 389257: 5, 445101: 5}"
A14H4LSHL38YCI,{103091: 1}
A37YGCHW5YZGOX,"{103091: 1, 208838: 5}"
A219IHEF9FVOTR,{103091: 5}
A1A2WFTRU14FC3,"{103091: 1, 177014: 5}"
A1VSPZNZSVJEI,{103091: 1}
AJF378C62PE9N,{103091: 1}
AWWOTA405RIIV,{103091: 1}
A2DK11HGLHC1QW,"{103091: 1, 166079: 1}"
A1RNZ0Q4TT7LEL,"{103091: 1, 184516: 5}"
A23XVHZ7V3X906,"{103091: 1, 218050: 4, 422158: 4}"
AJ13KT9R8VHN3,{103091: 1}
A1DRT413OUHQJ0,{103091: 1}
A3R0N8R207KGSB,{103091: 2}
A1NWIWQ81ZFFI2,{100931: 5}
A2CV79C8GDGMCZ,{103096: 2}
A30BW4DGXG7OWI,{100951: 4}
A2D2RS766J14OM,"{100978: 5, 323548: 1, 360130: 1, 469095: 3}"
A2LG75M3ZZCPZ4,{100978: 5}
A3P5MGH26AN9ON,"{100982: 5, 122756: 5, 194073: 4, 259199: 5, 467605: 5}"
A2C6W9FBBTKZD6,{101049: 5}
A2JNTKVV7372AK,"{101074: 5, 366304: 5, 519097: 5}"
A1HPMEMJSEI9L0,{101078: 5}
AOHA986RSIEEY,"{101085: 4, 184405: 4, 313574: 3, 344481: 5, 346666: 5}"
A38DT5S5NJ2HQ1,"{103115: 5, 139814: 5}"
A1WKKRYNV7HEH3,"{103117: 3, 120720: 5, 316597: 5, 423209: 5}"
A167NTTQCQDE04,{101135: 5}
A1ZJ8UM3VW0HSZ,{101148: 1}
AATAU4TW5I9JJ,{101174: 5}
A3JNN6XWFGT1M8,"{101198: 5, 191137: 5, 242710: 4, 332648: 3, 357625: 4, 471849: 5, 510025: 2}"
A374S0V3U3NQ34,"{101208: 5, 214046: 4, 218394: 5, 219896: 3, 369389: 2, 476089: 4, 494761: 5}"
A2FKEEBHUI1LI8,"{101234: 4, 290218: 5}"
A2DHSKXRTAEDW8,{101235: 1}
A2R3L6CQQF4ZOX,"{101262: 5, 239070: 2}"
A13ZQ42MQ8Z6P1,{101262: 5}
A7Q7Y1Y0BC0IW,"{101262: 4, 174960: 5, 239486: 5, 306545: 3, 336505: 5, 362413: 5, 437989: 5, 501324: 3}"
A1U195UN4L3VJP,"{101262: 5, 290731: 5}"
A1VXQO8DF5JG88,"{101265: 5, 121763: 4, 148731: 5, 182278: 5, 211663: 5, 233886: 3, 370892: 4, 406367: 5}"
A1A240VJCGY1MI,"{101265: 4, 184548: 4}"
A17LDZR51O48K4,{101268: 1}
A1Q75ZNZDBD1GI,"{101283: 4, 121004: 3, 369393: 1}"
A2K4QDEZA597NS,{101288: 4}
A2OAP0DCG79RU4,{101312: 1}
A2Z9OHR2X968AH,{101341: 5}
A1BXK10KKF7E5B,"{101341: 5, 191669: 4, 245896: 4, 439070: 5}"
AA1W2CLNHK4AA,"{101354: 5, 123683: 2, 149304: 1, 187295: 2, 210249: 2, 216935: 5, 372105: 5}"
A2EFYIVN1IERAT,{101359: 2}
A32R8T90W6FE5Y,{101367: 5}
A3PQEXR83E0MXK,{101367: 5}
A3RB7JSUBXB0V6,{101469: 5}
A3INXCR6YWFIM4,{101537: 4}
AW5OX9P8Y4Y8F,{101548: 4}
A3NNN3U955X4GX,{101548: 5}
A18K0L62503AUI,{101548: 5}
ACH6P9D640MOO,{103156: 3}
A2FWCZJ8VS7194,"{101606: 5, 104192: 2, 217075: 5, 243192: 5, 254101: 4, 255456: 5, 485382: 5, 518568: 5}"
A2VYEINI9M0HEF,{101639: 5}
A1ZMT0JQZ0OZZ,{101653: 5}
A5WSIZ6N8SQB9,"{101653: 2, 196124: 4, 347851: 5, 392658: 5}"
A2CY77RRCI5EJO,{101684: 3}
A3SJKIHSPA2MDZ,"{101684: 1, 116362: 1, 177795: 2, 279820: 1}"
A11LFYH44QBE9U,"{101684: 4, 144036: 5, 285691: 4, 326936: 4, 344434: 1, 448505: 1}"
A3EIKE1YQDQPU5,{101684: 4}
A2CL72K272GL2B,{101686: 5}
AJ3IIXCZQ1SAD,{101696: 5}
A1NUHB0Y1Z1NGU,{101696: 4}
A36MUOBAT00TD,"{101696: 5, 244310: 5, 374776: 5, 401442: 1}"
AVDGQOV3ZQXIL,{101706: 1}
A9ZUB54693BE4,"{101707: 5, 173553: 5, 177371: 3}"
A1AHXQOJVHYEPY,{101733: 5}
AV8XULT29Q79F,"{101751: 5, 289674: 3}"
A3KQMLTVRMGXFI,{101756: 4}
A2J27E2AJ0PE22,{101783: 4}
AHC6RPFGPOW67,{101786: 5}
A3QJJQMPQ3LILA,"{101800: 4, 262772: 3, 406792: 5, 481152: 1}"
A11WMKRLPCQT1M,"{103176: 5, 129608: 3}"
A3S9XK77LILSMZ,{101850: 2}
A1NQXTCK4278VM,{101857: 5}
A1WRF6YW0G6OG8,{101888: 5}
A33G2MZZE9EPM0,{101888: 5}
A3ATLI2077XO7D,"{101888: 3, 115127: 4}"
A2J93ZPAOLCJEY,"{101899: 1, 159753: 2, 259199: 1}"
A1R46PO4EKR9FG,{101904: 5}
AAN0H3AU2NSU8,"{101912: 5, 319674: 5}"
A30NLMY056JRF,{101912: 3}
A1XFPONXBKICAL,"{101928: 5, 306767: 2}"
A3MVE76PVUW8RP,{101930: 5}
AI36HBTHBF58Q,"{101947: 5, 118955: 4, 508514: 5}"
A2EF6AZ9YYCH68,{101971: 4}
A3U8Q0NOZS6RCW,{101998: 3}
AS0WTPFC54S08,{101998: 4}
A3J5BLXNY0J3D2,"{102009: 2, 324264: 4}"
A1AFA9U9M0K58,{102009: 3}
A2MFNGX389HUG4,{102009: 1}
AGHYBDCAUT2UJ,"{102052: 4, 293272: 5, 312619: 5}"
A1D080DEOVO0FX,{102058: 5}
A1SK4GQKYJLE8P,{102078: 1}
A1TFXCHFTYEOEY,{102161: 1}
A2GZK8EN1X4CP6,"{102203: 5, 142678: 4, 212881: 1, 239961: 4, 248409: 4, 271376: 5, 310367: 4, 312709: 2, 370592: 5, 382468: 5, 400791: 5, 487495: 5}"
AZFHJH7OEQHS6,{102220: 5}
A3V0MOLOFOIEYZ,"{102220: 5, 144886: 5, 351175: 1}"
A2157QNB6KOIT2,{102220: 3}
A11PU98GHQ8EGZ,"{102247: 4, 315808: 5, 525036: 5}"
AJB8IVNDWSU7T,"{102247: 5, 421486: 4}"
A2WBJLKVM83JL4,"{102247: 5, 204015: 5, 419545: 4}"
A236NRAM3ENN9O,{102247: 1}
A1WHQGSNX56NPA,"{102258: 1, 243738: 1}"
A2KLJCFWUO5Y5P,{102260: 3}
A8TYPYBLMKNI9,{102370: 5}
A2RKBJ5I728QLK,{102370: 5}
A20QKJZ4ZHUTV4,"{102411: 5, 106396: 5}"
AZHH7E07YQW5F,{102411: 5}
A2RYKL08XIN5T7,{102444: 5}
A3SVPXTOZ39V16,{102444: 5}
A2YOJBXS28Q4IW,{103204: 1}
A1PIGQ7GF3XNBI,"{102476: 4, 340416: 5, 397709: 5}"
A2RUAT36PLK5OS,{102517: 5}
ASZ6KMLSXX1UU,{102517: 5}
A9JB2OB0MOT2Z,{102517: 5}
A4S7B3MSLQPMA,"{102517: 5, 149006: 5}"
A1DV8KL7EPYFIW,{102517: 5}
A263JYXHMWU8TU,{102523: 1}
ACDNELA6VUW7K,"{102523: 1, 325359: 1}"
A2FUXXZ4C2G3DB,{102527: 5}
A15PXZ4SF5VL7Z,"{102532: 2, 432703: 4}"
A31VQIA175Y8IL,{102558: 5}
A36B7XGI1P5KS,{102565: 4}
A3JL2270XXWCX2,{102565: 4}
A1X3E2O6QPWY7S,{102565: 5}
AOZYBVSFSQCL3,{102602: 5}
A2M3Z0BG60I6J6,{102602: 5}
A3CNUA7SY78KGW,{102602: 4}
A3F56NLO1BGWG5,"{102664: 2, 224723: 5, 296467: 4, 311080: 5}"
AMAHXPCB97HO6,{102664: 3}
A2PMIH9LD3B59O,"{102691: 5, 261540: 5}"
A2XF0IPAUS8A9M,"{102764: 5, 164327: 5, 435215: 1}"
A3EM5G623FYQOX,{102764: 5}
A2RT8LUY18WXLY,{102779: 5}
A13QNMPWVH4RSP,{102859: 5}
A2DILI962UDEAJ,"{102859: 5, 131285: 3, 205501: 4, 233742: 5, 414955: 5, 421102: 3}"
A2YMSO2QORJKJ8,"{102859: 5, 152552: 5, 205381: 1, 411611: 1, 517572: 5}"
A3B1BUYNUEQJGL,{102876: 5}
A2YRFRRAIUBWUK,"{102892: 5, 396427: 5}"
A1123ADNQS8KKK,{103271: 5}
A3EHNLNEXGJSFR,"{103300: 5, 229478: 5}"
A1INEEDC6LNN4M,{103329: 4}
A3GTOBE22TN8WK,"{105618: 5, 203406: 5, 331930: 5, 476171: 5}"
A18PFVGMN6XCQF,{105618: 4}
A2UMB9NFYHCAPA,{105618: 4}
A3PA6SBMT7NO4C,"{103368: 5, 409455: 5, 444249: 3}"
A1GJ1KTB58RQ9Q,{103382: 2}
A170S73VZIMBMU,{103403: 1}
A2Q2OKAYGPWHX1,{103403: 4}
A2NDNBBYF5FFJ9,{103406: 5}
A2BTE6QO749X4W,{103466: 5}
A3M37UY37CIZSU,{105648: 3}
AS93Q8535AQNY,{103498: 5}
A3CDT44YYMATLO,"{103507: 4, 307175: 4}"
AMTGLFJ0WSA01,"{103511: 1, 513609: 1}"
A1RMP8DPEDPZ7P,"{103511: 5, 157755: 5, 206834: 5, 360454: 5}"
A2ZFOUSWH0HVK6,{105654: 5}
A1RO0HS4MQLCT9,{103540: 5}
AJQJY86OFU4OP,{103548: 5}
A1KEYFTFOLXYWH,"{103548: 4, 485759: 5}"
A1H37N3VKHB078,{103552: 4}
AGCGNUEGBBC5X,{103596: 5}
A1CTGAF4ZJVT0W,{103601: 4}
A2BTXMBULE8L9K,"{103611: 3, 215615: 5}"
A2FSAPA9FIHNHV,{103652: 5}
A2T8YDVIHO6H50,"{103652: 5, 294400: 4}"
ALUYLWYZ8AETF,{103652: 4}
A13R4CKYLX5TNX,{103652: 1}
A1ROUSWTN6T9X2,"{105672: 3, 153532: 4}"
A3S78GL5VG5WK6,"{105675: 5, 357228: 5, 370303: 4}"
A2PNLAPW1IVI2H,{103713: 5}
A1VTMBXGKXZEV5,"{103713: 2, 171771: 4, 447369: 5}"
A21LSMAZQ1WQG6,"{103750: 5, 181809: 1}"
AU8RRIIFJKGTV,"{103751: 2, 249924: 5, 270325: 5, 421205: 4}"
A38Y2UOHRQB2LE,{103788: 5}
A2H8PKIABDJXI3,"{103795: 2, 138419: 5, 358062: 5, 381669: 5, 437933: 5, 494857: 1}"
AR2RQ00R18ENY,{103802: 5}
A5O6XMT6WC29C,"{103827: 5, 159413: 5, 446195: 3, 464459: 5, 524167: 5}"
A2PZSOZHPX6VE6,"{103861: 2, 125044: 4, 468659: 4}"
A67O6WYQO1OHQ,{103863: 5}
A13DRUFP7L9YDU,{103882: 5}
A3C8B2GL77JM1N,"{103938: 5, 156477: 5}"
A8FYR8L7DIN2Q,{105704: 5}
A23B6LITPMXBW2,"{103949: 2, 144030: 3, 171041: 1}"
A27IR2Y0JFZ8NG,"{103981: 5, 346916: 4, 471678: 5}"
A2J28DZYUCM1E6,{104013: 5}
A1ND1A8HJS7UL3,"{104015: 5, 287761: 1, 463538: 1}"
AL5M6HTWWI4DI,"{104074: 5, 389593: 5}"
A2DSLKZ6LRGPZE,{105720: 5}
A230MCO0CFGSDO,{105720: 5}
A1CET4L3AP0YU4,{105720: 5}
ASW399FBUXHI9,"{105720: 5, 342581: 5}"
A36H6SMBUVJ2C2,{105720: 4}
A13XZZZRSQUR8U,{105720: 5}
A32C8AJJZ2JHE2,{104145: 5}
A2DJXJ012FWSQV,{104145: 2}
ARJOR7EFM3JB7,"{104192: 5, 112730: 5, 228702: 5, 482764: 5}"
A6BA0HCLJXUGM,"{104210: 4, 206834: 4}"
A3AOYD0DMMX9B5,{104210: 4}
A23UW6ATNFKY7W,{104210: 5}
A2UXXMQL48R57I,{104210: 2}
A2280RYZ7GQ9MY,{104275: 2}
ACFJ2SBEWR81U,"{104295: 5, 138626: 4, 360525: 5, 463115: 5}"
A11YX71I94TIJT,{104300: 1}
A1F3VE76SGTT0D,"{104357: 3, 424640: 5}"
A1WISU2JQOIDZ,"{104357: 2, 427729: 3}"
A1BVO9ZNBKP2HS,{104370: 5}
A1XXFL0L48BBLV,{104408: 5}
AD8S6K7JFRA2Z,{104457: 3}
A3BT29Z2YDW536,{104457: 1}
A1IURA63BAK0WP,"{104457: 3, 172008: 2, 207517: 3, 318631: 1, 334595: 5, 345608: 4, 368891: 5}"
A1EXLF53RI4X48,{104457: 1}
A1XEKCKXDDB4YS,"{104479: 5, 220256: 5}"
A2HU15L43AAWGL,{104484: 2}
A3RFK3XJPAOP4Z,"{104543: 5, 196439: 5, 221797: 5, 418622: 5}"
AEW1HAGIKCIIG,"{104550: 5, 445338: 2}"
AFDPX68HX7282,"{105753: 5, 307328: 5}"
A30Z6Q83YI9FXQ,{104556: 5}
A3NK6XE4VH6MCX,{104593: 5}
A1MUDCPNGXPPXU,{104594: 1}
ABOH3PMRXKMOL,"{104615: 5, 207593: 5, 377176: 4}"
ANG2FVCXLA7NJ,{104619: 1}
A38AFOVD9I5CU2,{104661: 5}
A31D4NK0192T64,{104711: 4}
A2A84K1PKJNJ0Q,{104727: 4}
A2JTB4G0OURN19,{104792: 5}
A11Q171P2W3NFC,"{104792: 5, 425337: 5}"
A1KQ6I7RET6HXN,"{104852: 5, 302978: 5}"
AK1Q4BLK05AFK,{104873: 4}
A2W5G4QICK66E8,"{104873: 5, 414014: 5}"
A27B3YPBJ2BTBM,{104873: 3}
AJDPJOGZCO5UJ,{104873: 5}
A3BK55KBWD5ZEI,{104873: 5}
A26ZE11I4GTM65,"{104873: 1, 305149: 3}"
A20WHNN1QBJYC3,{104910: 2}
AJEZ6ASU379X6,{104910: 1}
A2OXEZCI095324,{104910: 5}
A3FJ3Z6A93Z08C,"{104911: 5, 358969: 5, 412977: 5}"
A3CP5OQ3L9RX99,"{104911: 3, 390829: 5}"
A1TLG6C1C3DHZ1,{104911: 4}
A1L45SDOD13JP1,"{104949: 2, 175402: 2, 430654: 1, 439073: 4}"
A36GTCPNF8223L,"{104958: 4, 154597: 4, 162622: 4}"
A20FO34TDUAAST,{104964: 5}
A1HD1T6KDQMC80,{104964: 1}
A3A184DKYGQ9LF,{104964: 3}
A3GYU7HVYAEBP6,{104974: 5}
A2R9MCWUJWO5R2,{104996: 5}
ACMIEQNPCFJ5,{104996: 4}
A1YEMU1IPDGPJL,{105038: 4}
A2WGND5ZPNZ2P7,{105042: 5}
A3UW3VT4XHI28M,"{105059: 1, 286056: 2}"
A1WQ4N3WBALQ91,{105080: 5}
A18GH1KVC80AD6,"{105080: 5, 514654: 5}"
AYHJ8U4490W2,{105080: 5}
A1K2QJC2NUGAN8,{105080: 4}
ATXKMDHPGWP8B,{105144: 3}
A2FY4F0UKDF36W,"{105186: 4, 263713: 5}"
AFWRHHXWF30IH,{105213: 5}
A1C3GBULAVGSSC,"{105215: 5, 131587: 5}"
A24HWIHMC8L7JV,{105231: 5}
A38YK1PUYFE19P,"{105245: 5, 210714: 4}"
AMHKIYDYIXSG8,{105790: 5}
A1RA2TD7J5W13S,{105790: 2}
A21PZ3TOZPA6AG,{105790: 5}
A58KFKD2658QT,"{105790: 5, 192426: 5}"
A3OZLU8TAL64E,"{105401: 1, 281559: 5}"
APDR932RLD8JP,"{105421: 5, 233235: 5}"
A1CXD4JAKWWX4T,"{105421: 4, 426613: 4}"
A2OHITHSBUG3CZ,{105814: 5}
A32PLLUJ3AFYLV,"{105814: 5, 513609: 4}"
A27J94Z8Q0I1K0,"{108251: 2, 518458: 5}"
A2ONQG82MFQ4ZS,"{105868: 5, 203763: 4, 263713: 5}"
ACSM8B83X3SNJ,{105868: 5}
A252808ZI7DO55,"{105868: 2, 260768: 5, 385087: 5}"
A1GXT7CMMKJBJK,"{105868: 5, 352630: 5, 447206: 5}"
